화약,지발당장약량,뇌관,암석분류,암종,이격거리,심발,SR SD,CR SD,최대입자속도
에멀젼C,0.8,전기,화성암,화강암,160.2,Cylinder-cut,179.11,172.57,0.029
에멀젼C,0.75,전기,화성암,화강암,160.2,Cylinder-cut,184.98,176.32,0.017
에멀젼C,0.75,전기,화성암,화강암,160.2,Cylinder-cut,184.98,176.32,0.014
에멀젼C,0.8,전기,화성암,화강암,185.1,Cylinder-cut,206.95,199.39,0.016
에멀젼C,0.8,전기,화성암,화강암,185.1,Cylinder-cut,206.95,199.39,0.015
에멀젼C,0.75,전기,화성암,화강암,185.1,Cylinder-cut,213.74,203.73,0.016
에멀젼C,0.75,전기,화성암,화강암,210.1,Cylinder-cut,242.6,231.24,0.015
에멀젼C,0.8,전기,화성암,화강암,210.1,Cylinder-cut,234.9,226.32,0.019
에멀젼C,0.75,전기,화성암,화강암,210.1,Cylinder-cut,242.6,231.24,0.016
에멀젼C,0.8,전기,화성암,화강암,146.5,Cylinder-cut,163.79,157.81,0.021
에멀젼C,0.75,전기,화성암,화강암,146.5,Cylinder-cut,169.16,161.24,0.015
에멀젼C,0.75,전기,화성암,화강암,146.5,Cylinder-cut,169.16,161.24,0.012
에멀젼C,0.8,전기,화성암,화강암,186.3,Cylinder-cut,208.29,200.69,0.021
에멀젼C,0.8,전기,화성암,화강암,186.3,Cylinder-cut,208.29,200.69,0.019
에멀젼C,0.75,전기,화성암,화강암,186.3,Cylinder-cut,215.12,205.05,0.019
에멀젼C,1.2,전기,화성암,화강암,86,Cylinder-cut,78.51,80.93,0.213
에멀젼C,0.8,전기,화성암,화강암,86,Cylinder-cut,96.15,92.64,0.189
에멀젼C,0.75,전기,화성암,화강암,86,Cylinder-cut,99.3,94.66,0.175
에멀젼C,0.8,전기,화성암,화강암,111,Cylinder-cut,124.1,119.57,0.061
에멀젼C,0.8,전기,화성암,화강암,111,Cylinder-cut,124.1,119.57,0.069
에멀젼C,1.2,전기,화성암,화강암,111,Cylinder-cut,101.33,104.45,0.091
에멀젼C,0.8,전자,화성암,화강암,136.1,선대구경,152.16,146.61,0.031
에멀젼C,1.2,전자,화성암,화강암,136.1,선대구경,124.24,128.08,0.05
에멀젼C,0.75,전자,화성암,화강암,136.1,선대구경,157.15,149.8,0.029
에멀젼C,0.8,전자,화성암,화강암,161.1,선대구경,180.12,173.54,0.023
에멀젼C,0.8,전자,화성암,화강암,161.1,선대구경,180.12,173.54,0.021
에멀젼C,1.2,전자,화성암,화강암,161.1,선대구경,147.06,151.6,0.027
에멀젼C,0.8,전자,화성암,화강암,186.1,선대구경,208.07,200.47,0.02
에멀젼C,0.8,전자,화성암,화강암,186.1,선대구경,208.07,200.47,0.021
에멀젼C,0.8,전자,화성암,화강암,186.1,선대구경,208.07,200.47,0.017
에멀젼C,0.375,전자,화성암,화강암,30.4,선대구경,49.64,42.16,0.829
에멀젼C,0.375,전자,화성암,화강암,30.4,선대구경,49.64,42.16,0.932
에멀젼C,0.375,전자,화성암,화강암,30.4,선대구경,49.64,42.16,0.799
에멀젼C,0.25,전자,화성암,화강암,30.4,선대구경,60.8,48.26,0.701
에멀젼C,0.375,전자,화성암,화강암,30.4,선대구경,49.64,42.16,0.866
에멀젼C,0.375,전자,화성암,화강암,80,선대구경,130.64,110.94,0.068
에멀젼C,0.375,전자,화성암,화강암,80,선대구경,130.64,110.94,0.075
에멀젼C,0.25,전자,화성암,화강암,80,선대구경,160,126.99,0.091
에멀젼C,0.375,전자,화성암,화강암,80,선대구경,130.64,110.94,0.095
에멀젼C,0.375,전자,화성암,화강암,80,선대구경,130.64,110.94,0.1
에멀젼C,0.375,전자,화성암,화강암,110,선대구경,179.63,152.54,0.021
에멀젼C,0.375,전자,화성암,화강암,110,선대구경,179.63,152.54,0.032
에멀젼C,0.375,전자,화성암,화강암,110,선대구경,179.63,152.54,0.02
에멀젼C,0.375,전자,화성암,화강암,110,선대구경,179.63,152.54,0.022
에멀젼C,0.25,전자,화성암,화강암,110,선대구경,220,174.61,0.016
에멀젼C,0.375,전자,화성암,화강암,130,선대구경,212.29,180.27,0.011
에멀젼C,0.375,전자,화성암,화강암,130,선대구경,212.29,180.27,0.017
에멀젼C,0.375,전자,화성암,화강암,130,선대구경,212.29,180.27,0.012
에멀젼C,0.375,전자,화성암,화강암,130,선대구경,212.29,180.27,0.013
에멀젼C,0.375,전자,화성암,화강암,130,선대구경,212.29,180.27,0.015
에멀젼C,0.375,전자,화성암,화강암,150.1,선대구경,245.11,208.15,0.01
에멀젼C,0.375,전자,화성암,화강암,150.1,선대구경,245.11,208.15,0.013
에멀젼C,0.375,전자,화성암,화강암,150.1,선대구경,245.11,208.15,0.009
에멀젼C,0.375,전자,화성암,화강암,150.1,선대구경,245.11,208.15,0.012
에멀젼C,0.25,전자,화성암,화강암,150.1,선대구경,300.2,238.27,0.01
에멀젼C,0.375,전자,화성암,화강암,170.1,선대구경,277.77,235.88,0.011
에멀젼C,0.375,전자,화성암,화강암,170.1,선대구경,277.77,235.88,0.01
에멀젼C,0.375,전자,화성암,화강암,170.1,선대구경,277.77,235.88,0.013
에멀젼C,0.375,전자,화성암,화강암,170.1,선대구경,277.77,235.88,0.011
에멀젼C,0.375,전자,화성암,화강암,170.1,선대구경,277.77,235.88,0.01
에멀젼C,0.16,전자,화성암,화강암,40,선대구경,100,73.68,0.025
에멀젼C,0.16,전자,화성암,화강암,39,선대구경,97.5,71.84,0.068
정밀폭약,0.16,전자,화성암,화강암,38,선대구경,95,70,0.068
에멀젼C,0.16,전자,화성암,화강암,41,선대구경,102.5,75.52,0.032
에멀젼C,0.16,전자,화성암,화강암,50,선대구경,125,92.1,0.019
에멀젼C,0.16,전자,화성암,화강암,49,선대구경,122.5,90.26,0.033
정밀폭약,0.16,전자,화성암,화강암,48,선대구경,120,88.42,0.029
에멀젼C,0.16,전자,화성암,화강암,51,선대구경,127.5,93.94,0.025
에멀젼C,0.16,전자,화성암,화강암,60,선대구경,150,110.52,0.024
에멀젼C,0.16,전자,화성암,화강암,59,선대구경,147.5,108.68,0.033
정밀폭약,0.16,전자,화성암,화강암,58,선대구경,145,106.84,0.006
에멀젼C,0.16,전자,화성암,화강암,61,선대구경,152.5,112.36,0.006
에멀젼C,0.16,전자,화성암,화강암,70,선대구경,175,128.94,0.024
에멀젼C,0.16,전자,화성암,화강암,69,선대구경,172.5,127.1,0.029
정밀폭약,0.16,전자,화성암,화강암,68,선대구경,170,125.26,0.01
에멀젼C,0.16,전자,화성암,화강암,71,선대구경,177.5,130.78,0.006
에멀젼C,0.16,전자,화성암,화강암,80,선대구경,200,147.36,0.019
에멀젼C,0.16,전자,화성암,화강암,79,선대구경,197.5,145.52,0.027
정밀폭약,0.16,전자,화성암,화강암,78,선대구경,195,143.68,0.008
에멀젼C,0.16,전자,화성암,화강암,81,선대구경,202.5,149.2,0.006
에멀젼C,0.16,전자,화성암,화강암,23,선대구경,57.5,42.37,0.071
에멀젼C,0.16,전자,화성암,화강암,22,선대구경,55,40.52,0.114
정밀폭약,0.16,전자,화성암,화강암,21,선대구경,52.5,38.68,0.089
에멀젼C,0.16,전자,화성암,화강암,24,선대구경,60,44.21,0.044
에멀젼C,0.16,전자,화성암,화강암,160,선대구경,400,294.72,0.015
에멀젼C,0.16,전자,화성암,화강암,159,선대구경,397.5,292.88,0.015
정밀폭약,0.16,전자,화성암,화강암,158,선대구경,395,291.04,0.012
에멀젼C,0.16,전자,화성암,화강암,161,선대구경,402.5,296.56,0.012
에멀젼C,0.16,전자,화성암,화강암,172,선대구경,430,316.83,0.012
에멀젼C,0.16,전자,화성암,화강암,171,선대구경,427.5,314.98,0.022
정밀폭약,0.16,전자,화성암,화강암,170,선대구경,425,313.14,0.027
에멀젼C,0.16,전자,화성암,화강암,173,선대구경,432.5,318.67,0.015
에멀젼C,0.475,비전기,화성암,화강암,20,선대구경,29.02,25.63,0.252
에멀젼C,0.75,비전기,화성암,화강암,19,선대구경,21.94,20.91,0.372
정밀폭약,0.675,비전기,화성암,화강암,18,선대구경,21.91,20.52,0.175
에멀젼C,0.5,비전기,화성암,화강암,21,선대구경,29.7,26.46,0.189
에멀젼C,0.475,비전기,화성암,화강암,25,선대구경,36.27,32.04,0.44
에멀젼C,0.75,비전기,화성암,화강암,24,선대구경,27.71,26.42,0.613
정밀폭약,0.675,비전기,화성암,화강암,23,선대구경,27.99,26.22,0.252
에멀젼C,0.5,비전기,화성암,화강암,26,선대구경,36.77,32.76,0.377
에멀젼C,0.475,비전기,화성암,화강암,40,선대구경,58.04,51.27,0.1
에멀젼C,0.75,비전기,화성암,화강암,39,선대구경,45.03,42.93,0.134
정밀폭약,0.675,비전기,화성암,화강암,38,선대구경,46.25,43.32,0.081
에멀젼C,0.5,비전기,화성암,화강암,41,선대구경,57.98,51.66,0.072
에멀젼C,0.475,비전기,화성암,화강암,49,선대구경,71.1,62.8,0.093
에멀젼C,0.75,비전기,화성암,화강암,48,선대구경,55.43,52.83,0.088
정밀폭약,0.675,비전기,화성암,화강암,47,선대구경,57.21,53.58,0.035
에멀젼C,0.5,비전기,화성암,화강암,50,선대구경,70.71,63,0.042
에멀젼C,0.475,비전기,화성암,화강암,51,선대구경,74,65.36,0.082
에멀젼C,0.75,비전기,화성암,화강암,50,선대구경,57.74,55.03,0.067
정밀폭약,0.675,비전기,화성암,화강암,49,선대구경,59.64,55.86,0.044
에멀젼C,0.5,비전기,화성암,화강암,52,선대구경,73.54,65.52,0.042
에멀젼C,0.475,비전기,화성암,화강암,50,선대구경,72.55,64.08,0.093
에멀젼C,0.75,비전기,화성암,화강암,49,선대구경,56.58,53.93,0.11
정밀폭약,0.675,비전기,화성암,화강암,48,선대구경,58.42,54.72,0.068
에멀젼C,0.5,비전기,화성암,화강암,51,선대구경,72.12,64.26,0.074
에멀젼C,0.475,비전기,화성암,화강암,60,선대구경,87.06,76.9,0.084
에멀젼C,0.75,비전기,화성암,화강암,59,선대구경,68.13,64.94,0.134
정밀폭약,0.675,비전기,화성암,화강암,58,선대구경,70.6,66.12,0.072
에멀젼C,0.5,비전기,화성암,화강암,61,선대구경,86.27,76.86,0.07
에멀젼C,0.475,비전기,화성암,화강암,70,선대구경,101.57,89.72,0.086
에멀젼C,0.75,비전기,화성암,화강암,69,선대구경,79.67,75.94,0.093
정밀폭약,0.675,비전기,화성암,화강암,68,선대구경,82.77,77.52,0.053
에멀젼C,0.5,비전기,화성암,화강암,71,선대구경,100.41,89.45,0.056
에멀젼C,0.475,비전기,화성암,화강암,80,선대구경,116.08,102.53,0.044
에멀젼C,0.75,비전기,화성암,화강암,79,선대구경,91.22,86.95,0.052
정밀폭약,0.675,비전기,화성암,화강암,78,선대구경,94.94,88.92,0.026
에멀젼C,0.5,비전기,화성암,화강암,81,선대구경,114.55,102.05,0.023
에멀젼C,0.475,비전기,화성암,화강암,100,선대구경,145.1,128.16,0.056
에멀젼C,0.75,비전기,화성암,화강암,99,선대구경,114.32,108.96,0.089
정밀폭약,0.675,비전기,화성암,화강암,98,선대구경,119.28,111.72,0.032
에멀젼C,0.5,비전기,화성암,화강암,101,선대구경,142.84,127.25,0.025
에멀젼C,0.475,비전기,화성암,화강암,187,선대구경,271.33,239.67,0.015
에멀젼C,0.75,비전기,화성암,화강암,186,선대구경,214.77,204.72,0.012
정밀폭약,0.675,비전기,화성암,화강암,185,선대구경,225.17,210.9,0.007
에멀젼C,0.5,비전기,화성암,화강암,188,선대구경,265.87,236.87,0.007
에멀젼C,0.2,전자,화성암,화강암,20,선대구경,44.72,34.2,0.153
에멀젼C,0.2,전자,화성암,화강암,19,Cylinder-cut,42.49,32.49,0.337
정밀폭약,0.2,전자,화성암,화강암,18,Cylinder-cut,40.25,30.78,0.289
에멀젼C,0.2,전자,화성암,화강암,21,Cylinder-cut,46.96,35.91,0.091
에멀젼C,0.2,전자,화성암,화강암,25,Cylinder-cut,55.9,42.75,0.097
에멀젼C,0.2,전자,화성암,화강암,24,Cylinder-cut,53.67,41.04,0.097
정밀폭약,0.2,전자,화성암,화강암,23,Cylinder-cut,51.43,39.33,0.051
에멀젼C,0.2,전자,화성암,화강암,26,Cylinder-cut,58.14,44.46,0.011
에멀젼C,0.2,전자,화성암,화강암,40,Cylinder-cut,89.44,68.4,0.041
에멀젼C,0.2,전자,화성암,화강암,39,Cylinder-cut,87.21,66.69,0.085
정밀폭약,0.2,전자,화성암,화강암,38,Cylinder-cut,84.97,64.98,0.064
에멀젼C,0.2,전자,화성암,화강암,41,Cylinder-cut,91.68,70.11,0.012
에멀젼C,0.2,전자,화성암,화강암,49,Cylinder-cut,109.57,83.79,0.041
에멀젼C,0.2,전자,화성암,화강암,48,Cylinder-cut,107.33,82.08,0.054
정밀폭약,0.2,전자,화성암,화강암,47,Cylinder-cut,105.1,80.37,0.042
에멀젼C,0.2,전자,화성암,화강암,50,Cylinder-cut,111.8,85.5,0.026
에멀젼C,0.2,전자,화성암,화강암,51,Cylinder-cut,114.04,87.21,0.038
에멀젼C,0.2,전자,화성암,화강암,50,Cylinder-cut,111.8,85.5,0.049
정밀폭약,0.2,전자,화성암,화강암,49,Cylinder-cut,109.57,83.79,0.038
에멀젼C,0.2,전자,화성암,화강암,52,Cylinder-cut,116.28,88.92,0.017
에멀젼C,0.2,전자,화성암,화강암,50,Cylinder-cut,111.8,85.5,0.045
에멀젼C,0.2,전자,화성암,화강암,49,Cylinder-cut,109.57,83.79,0.049
정밀폭약,0.2,전자,화성암,화강암,48,Cylinder-cut,107.33,82.08,0.048
에멀젼C,0.2,전자,화성암,화강암,51,Cylinder-cut,114.04,87.21,0.021
에멀젼C,0.2,전자,화성암,화강암,60,Cylinder-cut,134.16,102.6,0.035
에멀젼C,0.2,전자,화성암,화강암,59,Cylinder-cut,131.93,100.89,0.039
정밀폭약,0.2,전자,화성암,화강암,58,Cylinder-cut,129.69,99.18,0.02
에멀젼C,0.2,전자,화성암,화강암,61,Cylinder-cut,136.4,104.31,0.009
에멀젼C,0.2,전자,화성암,화강암,70,Cylinder-cut,156.52,119.7,0.02
에멀젼C,0.2,전자,화성암,화강암,69,Cylinder-cut,154.29,117.99,0.02
정밀폭약,0.2,전자,화성암,화강암,68,Cylinder-cut,152.05,116.28,0.016
에멀젼C,0.2,전자,화성암,화강암,71,Cylinder-cut,158.76,121.41,0.004
에멀젼C,0.2,전자,화성암,화강암,80,Cylinder-cut,178.89,136.8,0.018
에멀젼C,0.2,전자,화성암,화강암,79,Cylinder-cut,176.65,135.09,0.018
정밀폭약,0.2,전자,화성암,화강암,78,Cylinder-cut,174.41,133.38,0.013
에멀젼C,0.2,전자,화성암,화강암,81,Cylinder-cut,181.12,138.51,0.002
에멀젼C,0.2,전자,화성암,화강암,100,Cylinder-cut,223.61,171,0.014
에멀젼C,0.2,전자,화성암,화강암,99,Cylinder-cut,221.37,169.29,0.019
정밀폭약,0.2,전자,화성암,화강암,98,Cylinder-cut,219.13,167.58,0.013
에멀젼C,0.2,전자,화성암,화강암,101,Cylinder-cut,225.84,172.71,0.005
에멀젼C,0.16,전자,화성암,화강암,20,Cylinder-cut,50,36.84,0.225
에멀젼C,0.16,전자,화성암,화강암,19,Cylinder-cut,47.5,35,0.437
정밀폭약,0.205,전자,화성암,화강암,18,Cylinder-cut,39.76,30.53,0.476
에멀젼C,0.16,전자,화성암,화강암,21,Cylinder-cut,52.5,38.68,0.289
에멀젼C,0.16,전자,화성암,화강암,30,Cylinder-cut,75,55.26,0.071
에멀젼C,0.16,전자,화성암,화강암,29,Cylinder-cut,72.5,53.42,0.121
정밀폭약,0.205,전자,화성암,화강암,28,Cylinder-cut,61.84,47.49,0.225
에멀젼C,0.16,전자,화성암,화강암,31,Cylinder-cut,77.5,57.1,0.119
에멀젼C,0.16,전자,화성암,화강암,35,Cylinder-cut,87.5,64.47,0.084
에멀젼C,0.16,전자,화성암,화강암,34,Cylinder-cut,85,62.63,0.123
정밀폭약,0.205,전자,화성암,화강암,33,Cylinder-cut,72.88,55.97,0.171
에멀젼C,0.16,전자,화성암,화강암,36,Cylinder-cut,90,66.31,0.097
에멀젼C,0.16,전자,화성암,화강암,50,Cylinder-cut,125,92.1,0.041
에멀젼C,0.16,전자,화성암,화강암,49,Cylinder-cut,122.5,90.26,0.067
정밀폭약,0.205,전자,화성암,화강암,48,Cylinder-cut,106.01,81.41,0.103
에멀젼C,0.16,전자,화성암,화강암,51,Cylinder-cut,127.5,93.94,0.057
에멀젼C,0.16,전자,화성암,화강암,62,Cylinder-cut,155,114.2,0.028
에멀젼C,0.16,전자,화성암,화강암,61,Cylinder-cut,152.5,112.36,0.052
정밀폭약,0.205,전자,화성암,화강암,60,Cylinder-cut,132.52,101.76,0.06
에멀젼C,0.16,전자,화성암,화강암,63,Cylinder-cut,157.5,116.05,0.034
에멀젼C,0.16,전자,화성암,화강암,75,Cylinder-cut,187.5,138.15,0.044
에멀젼C,0.16,전자,화성암,화강암,74,Cylinder-cut,185,136.31,0.062
정밀폭약,0.205,전자,화성암,화강암,73,Cylinder-cut,161.23,123.81,0.084
에멀젼C,0.16,전자,화성암,화강암,76,Cylinder-cut,190,139.99,0.049
에멀젼C,0.16,전자,화성암,화강암,90,Cylinder-cut,225,165.78,0.014
에멀젼C,0.16,전자,화성암,화강암,89,Cylinder-cut,222.5,163.94,0.021
정밀폭약,0.205,전자,화성암,화강암,88,Cylinder-cut,194.36,149.24,0.005
에멀젼C,0.16,전자,화성암,화강암,91,Cylinder-cut,227.5,167.62,0.006
에멀젼C,0.16,전자,화성암,화강암,35,Cylinder-cut,87.5,64.47,0.064
에멀젼C,0.24,전자,화성암,화강암,34,Cylinder-cut,69.4,54.71,0.203
정밀폭약,0.205,전자,화성암,화강암,33,Cylinder-cut,72.88,55.97,0.114
에멀젼C,0.24,전자,화성암,화강암,36,Cylinder-cut,73.48,57.93,0.038
에멀젼C,0.16,전자,화성암,화강암,50,Cylinder-cut,125,92.1,0.051
에멀젼C,0.24,전자,화성암,화강암,49,Cylinder-cut,100.02,78.85,0.114
정밀폭약,0.205,전자,화성암,화강암,48,Cylinder-cut,106.01,81.41,0.013
에멀젼C,0.24,전자,화성암,화강암,51,Cylinder-cut,104.1,82.07,0.013
에멀젼C,0.16,전자,화성암,화강암,60,Cylinder-cut,150,110.52,0.021
에멀젼C,0.24,전자,화성암,화강암,59,Cylinder-cut,120.43,94.94,0.044
정밀폭약,0.205,전자,화성암,화강암,58,Cylinder-cut,128.1,98.37,0.037
에멀젼C,0.24,전자,화성암,화강암,61,Cylinder-cut,124.52,98.16,0.016
에멀젼C,0.16,전자,화성암,화강암,70,Cylinder-cut,175,128.94,0.024
에멀젼C,0.24,전자,화성암,화강암,69,Cylinder-cut,140.85,111.03,0.043
정밀폭약,0.205,전자,화성암,화강암,68,Cylinder-cut,150.19,115.33,0.018
에멀젼C,0.24,전자,화성암,화강암,71,Cylinder-cut,144.93,114.25,0.013
에멀젼C,0.16,전자,화성암,화강암,80,Cylinder-cut,200,147.36,0.018
에멀젼C,0.24,전자,화성암,화강암,79,Cylinder-cut,161.26,127.12,0.024
정밀폭약,0.205,전자,화성암,화강암,78,Cylinder-cut,172.27,132.28,0.006
에멀젼C,0.24,전자,화성암,화강암,81,Cylinder-cut,165.34,130.34,0.006
에멀젼C,0.16,전자,화성암,화강암,90,Cylinder-cut,225,165.78,0.018
에멀젼C,0.24,전자,화성암,화강암,89,Cylinder-cut,181.67,143.21,0.013
정밀폭약,0.205,전자,화성암,화강암,88,Cylinder-cut,194.36,149.24,0.005
에멀젼C,0.24,전자,화성암,화강암,91,Cylinder-cut,185.75,146.43,0.005
에멀젼C,0.16,전자,화성암,화강암,100,Cylinder-cut,250,184.2,0.016
에멀젼C,0.24,전자,화성암,화강암,99,Cylinder-cut,202.08,159.31,0.008
정밀폭약,0.205,전자,화성암,화강암,98,Cylinder-cut,216.45,166.2,0.006
에멀젼C,0.24,전자,화성암,화강암,101,Cylinder-cut,206.17,162.52,0.006
에멀젼C,0.16,전자,화성암,화강암,40,Cylinder-cut,100,73.68,0.076
에멀젼C,0.24,전자,화성암,화강암,39,Cylinder-cut,79.61,62.76,0.103
정밀폭약,0.285,전자,화성암,화강암,38,Cylinder-cut,71.18,57.74,0.064
에멀젼C,0.24,전자,화성암,화강암,41,Cylinder-cut,83.69,65.98,0.071
에멀젼C,0.16,전자,화성암,화강암,50,Cylinder-cut,125,92.1,0.04
에멀젼C,0.24,전자,화성암,화강암,49,Cylinder-cut,100.02,78.85,0.051
정밀폭약,0.285,전자,화성암,화강암,48,Cylinder-cut,89.91,72.94,0.033
에멀젼C,0.24,전자,화성암,화강암,51,Cylinder-cut,104.1,82.07,0.038
에멀젼C,0.16,전자,화성암,화강암,60,Cylinder-cut,150,110.52,0.032
에멀젼C,0.24,전자,화성암,화강암,59,Cylinder-cut,120.43,94.94,0.056
정밀폭약,0.285,전자,화성암,화강암,58,Cylinder-cut,108.64,88.13,0.029
에멀젼C,0.24,전자,화성암,화강암,61,Cylinder-cut,124.52,98.16,0.029
에멀젼C,0.16,전자,화성암,화강암,70,Cylinder-cut,175,128.94,0.024
에멀젼C,0.24,전자,화성암,화강암,69,Cylinder-cut,140.85,111.03,0.052
정밀폭약,0.285,전자,화성암,화강암,68,Cylinder-cut,127.38,103.33,0.041
에멀젼C,0.24,전자,화성암,화강암,71,Cylinder-cut,144.93,114.25,0.037
에멀젼C,0.16,전자,화성암,화강암,80,Cylinder-cut,200,147.36,0.024
에멀젼C,0.24,전자,화성암,화강암,79,Cylinder-cut,161.26,127.12,0.04
정밀폭약,0.285,전자,화성암,화강암,78,Cylinder-cut,146.11,118.53,0.024
에멀젼C,0.24,전자,화성암,화강암,81,Cylinder-cut,165.34,130.34,0.029
에멀젼C,0.16,전자,화성암,화강암,90,Cylinder-cut,225,165.78,0.018
에멀젼C,0.24,전자,화성암,화강암,89,Cylinder-cut,181.67,143.21,0.024
정밀폭약,0.285,전자,화성암,화강암,88,Cylinder-cut,164.84,133.72,0.014
에멀젼C,0.24,전자,화성암,화강암,91,Cylinder-cut,185.75,146.43,0.019
에멀젼C,0.16,전자,화성암,화강암,102,Cylinder-cut,255,187.89,0.01
에멀젼C,0.24,전자,화성암,화강암,101,Cylinder-cut,206.17,162.52,0.016
정밀폭약,0.285,전자,화성암,화강암,100,Cylinder-cut,187.32,151.96,0.014
에멀젼C,0.24,전자,화성암,화강암,103,Cylinder-cut,210.25,165.74,0.014
에멀젼C,0.16,전자,화성암,화강암,124,Cylinder-cut,310,228.41,0.01
에멀젼C,0.24,전자,화성암,화강암,123,Cylinder-cut,251.07,197.93,0.014
정밀폭약,0.285,전자,화성암,화강암,122,Cylinder-cut,228.53,185.39,0.013
에멀젼C,0.24,전자,화성암,화강암,125,Cylinder-cut,255.16,201.14,0.01
에멀젼C,0.16,전자,화성암,화강암,105,Cylinder-cut,262.5,193.41,0.01
에멀젼C,0.24,전자,화성암,화강암,104,Cylinder-cut,212.29,167.35,0.029
정밀폭약,0.285,전자,화성암,화강암,103,Cylinder-cut,192.94,156.51,0.017
에멀젼C,0.24,전자,화성암,화강암,106,Cylinder-cut,216.37,170.57,0.027
에멀젼C,0.16,전자,화성암,화강반암,27,Cylinder-cut,67.5,49.73,0.17
에멀젼C,0.16,전자,화성암,화강반암,26,Cylinder-cut,65,47.89,0.125
정밀폭약,0.205,전자,화성암,화강반암,25,Cylinder-cut,55.22,42.4,0.244
에멀젼C,0.16,전자,화성암,화강반암,28,Cylinder-cut,70,51.58,0.078
에멀젼C,0.16,전자,화성암,화강반암,32,Cylinder-cut,80,58.94,0.113
에멀젼C,0.16,전자,화성암,화강반암,31,Cylinder-cut,77.5,57.1,0.09
정밀폭약,0.205,전자,화성암,화강반암,30,Cylinder-cut,66.26,50.88,0.1
에멀젼C,0.16,전자,화성암,화강반암,33,Cylinder-cut,82.5,60.79,0.076
에멀젼C,0.16,전자,화성암,화강반암,37,Cylinder-cut,92.5,68.15,0.046
에멀젼C,0.16,전자,화성암,화강반암,36,Cylinder-cut,90,66.31,0.027
정밀폭약,0.205,전자,화성암,화강반암,35,Cylinder-cut,77.3,59.36,0.04
에멀젼C,0.16,전자,화성암,화강반암,38,Cylinder-cut,95,70,0.022
에멀젼C,0.16,전자,화성암,화강반암,46,Cylinder-cut,115,84.73,0.041
에멀젼C,0.16,전자,화성암,화강반암,45,Cylinder-cut,112.5,82.89,0.032
정밀폭약,0.205,전자,화성암,화강반암,44,Cylinder-cut,97.18,74.62,0.071
에멀젼C,0.16,전자,화성암,화강반암,47,Cylinder-cut,117.5,86.57,0.029
에멀젼C,0.16,전자,화성암,화강반암,55,Cylinder-cut,137.5,101.31,0.027
에멀젼C,0.16,전자,화성암,화강반암,54,Cylinder-cut,135,99.47,0.029
정밀폭약,0.205,전자,화성암,화강반암,53,Cylinder-cut,117.06,89.89,0.048
에멀젼C,0.16,전자,화성암,화강반암,56,Cylinder-cut,140,103.15,0.024
에멀젼C,0.16,전자,화성암,화강반암,85,Cylinder-cut,212.5,156.57,0.019
에멀젼C,0.16,전자,화성암,화강반암,84,Cylinder-cut,210,154.73,0.022
정밀폭약,0.205,전자,화성암,화강반암,83,Cylinder-cut,183.32,140.76,0.029
에멀젼C,0.16,전자,화성암,화강반암,86,Cylinder-cut,215,158.41,0.024
에멀젼C,0.25,전자,화성암,화강암,40,Cylinder-cut,80,63.5,0.051
에멀젼C,0.25,전자,화성암,화강암,39,Cylinder-cut,78,61.91,0.151
정밀폭약,0.225,전자,화성암,화강암,38,Cylinder-cut,80.11,62.48,0.103
에멀젼C,0.25,전자,화성암,화강암,41,Cylinder-cut,82,65.08,0.081
에멀젼C,0.25,전자,화성암,화강암,55,Cylinder-cut,110,87.31,0.021
에멀젼C,0.25,전자,화성암,화강암,54,Cylinder-cut,108,85.72,0.051
정밀폭약,0.225,전자,화성암,화강암,53,Cylinder-cut,111.73,87.14,0.041
에멀젼C,0.25,전자,화성암,화강암,56,Cylinder-cut,112,88.89,0.033
에멀젼C,0.25,전자,화성암,화강암,70,Cylinder-cut,140,111.12,0.016
에멀젼C,0.25,전자,화성암,화강암,69,Cylinder-cut,138,109.53,0.037
정밀폭약,0.225,전자,화성암,화강암,69,Cylinder-cut,145.46,113.45,0.035
에멀젼C,0.25,전자,화성암,화강암,71,Cylinder-cut,142,112.71,0.018
에멀젼C,0.25,전자,화성암,화강암,85,Cylinder-cut,170,134.93,0.019
에멀젼C,0.25,전자,화성암,화강암,84,Cylinder-cut,168,133.34,0.029
정밀폭약,0.225,전자,화성암,화강암,83,Cylinder-cut,174.98,136.46,0.003
에멀젼C,0.25,전자,화성암,화강암,86,Cylinder-cut,172,136.52,0.003
에멀젼C,0.25,전자,화성암,화강암,100,Cylinder-cut,200,158.74,0.014
에멀젼C,0.25,전자,화성암,화강암,99,Cylinder-cut,198,157.15,0.018
정밀폭약,0.225,전자,화성암,화강암,98,Cylinder-cut,206.6,161.13,0.006
에멀젼C,0.25,전자,화성암,화강암,101,Cylinder-cut,202,160.33,0.006
에멀젼C,0.25,전자,화성암,화강암,136,Cylinder-cut,272,215.89,0.006
에멀젼C,0.25,전자,화성암,화강암,135,Cylinder-cut,270,214.3,0.014
정밀폭약,0.225,전자,화성암,화강암,134,Cylinder-cut,282.5,220.31,0.006
에멀젼C,0.25,전자,화성암,화강암,137,Cylinder-cut,274,217.47,0.006
에멀젼C,0.25,전자,화성암,화강암,179,Cylinder-cut,358,284.14,0.006
에멀젼C,0.25,전자,화성암,화강암,178,Cylinder-cut,356,282.56,0.008
정밀폭약,0.225,전자,화성암,화강암,177,Cylinder-cut,373.15,291.01,0.005
에멀젼C,0.25,전자,화성암,화강암,180,Cylinder-cut,360,285.73,0.005
