화약,지발당장약량,뇌관,암석분류,암종,이격거리,심발,SR SD,CR SD,최대입자속도
에멀젼C,0.25,비전기,변성암,편마암,19,V-CUT,38,30.16,0.685
에멀젼C,0.375,비전기,변성암,편마암,18.9,V-CUT,30.86,26.21,0.749
에멀젼C,0.375,비전기,변성암,편마암,18.7,V-CUT,30.54,25.93,0.951
에멀젼C,0.375,비전기,변성암,편마암,21.7,V-CUT,35.44,30.09,0.677
에멀젼C,0.375,비전기,변성암,편마암,18.6,V-CUT,30.37,25.79,0.933
에멀젼C,0.25,비전기,변성암,편마암,29.6,V-CUT,59.2,46.99,0.219
에멀젼C,0.375,비전기,변성암,편마암,27.3,V-CUT,44.58,37.86,0.236
에멀젼C,0.375,비전기,변성암,편마암,26.7,V-CUT,43.6,37.03,0.25
에멀젼C,0.375,비전기,변성암,편마암,33.6,V-CUT,54.87,46.59,0.203
에멀젼C,0.375,비전기,변성암,편마암,34.3,V-CUT,56.01,47.56,0.188
에멀젼C,0.25,비전기,변성암,편마암,44.1,V-CUT,88.2,70,0.091
에멀젼C,0.25,비전기,변성암,편마암,46.3,V-CUT,92.6,73.5,0.107
에멀젼C,0.375,비전기,변성암,편마암,43.8,V-CUT,71.53,60.74,0.126
에멀젼C,0.375,비전기,변성암,편마암,50.5,V-CUT,82.47,70.03,0.118
에멀젼C,0.375,비전기,변성암,편마암,51.2,V-CUT,83.61,71,0.094
에멀젼C,1.25,비전기,화성암,화강암,36,V-CUT,32.2,33.42,0.245
에멀젼C,1.125,비전기,화성암,화강암,36,V-CUT,33.94,34.61,0.197
에멀젼C,1,비전기,화성암,화강암,36.1,V-CUT,36.1,36.1,0.157
에멀젼C,1,비전기,화성암,화강암,36,V-CUT,36,36,0.102
에멀젼C,1,비전기,화성암,화강암,36,V-CUT,36,36,0.129
에멀젼C,1.5,비전기,화성암,화강암,36,V-CUT,29.39,31.45,0.252
에멀젼C,1.25,비전기,화성암,화강암,60.9,V-CUT,54.47,56.53,0.072
에멀젼C,1.125,비전기,화성암,화강암,60.9,V-CUT,57.42,58.56,0.043
에멀젼C,0.75,비전기,화성암,화강암,61,V-CUT,70.44,67.14,0.037
에멀젼C,1,비전기,화성암,화강암,60.9,V-CUT,60.9,60.9,0.057
에멀젼C,1,비전기,화성암,화강암,60.9,V-CUT,60.9,60.9,0.047
에멀젼C,1.5,비전기,화성암,화강암,60.9,V-CUT,49.72,53.2,0.08
에멀젼C,1.25,비전기,화성암,화강암,85.8,V-CUT,76.74,79.65,0.065
에멀젼C,0.75,비전기,화성암,화강암,85.8,V-CUT,99.07,94.44,0.029
에멀젼C,0.75,비전기,화성암,화강암,85.8,V-CUT,99.07,94.44,0.027
에멀젼C,0.75,비전기,화성암,화강암,85.9,V-CUT,99.19,94.55,0.022
에멀젼C,1,비전기,화성암,화강암,85.8,V-CUT,85.8,85.8,0.03
에멀젼C,1,비전기,화성암,화강암,85.8,V-CUT,85.8,85.8,0.018
에멀젼C,1.25,비전기,화성암,화강암,110.8,V-CUT,99.1,102.86,0.062
에멀젼C,1.25,비전기,화성암,화강암,110.8,V-CUT,99.1,102.86,0.036
에멀젼C,1,비전기,화성암,화강암,110.8,V-CUT,110.8,110.8,0.033
에멀젼C,1,비전기,화성암,화강암,110.8,V-CUT,110.8,110.8,0.017
에멀젼C,1,비전기,화성암,화강암,110.8,V-CUT,110.8,110.8,0.023
에멀젼C,1.5,비전기,화성암,화강암,110.8,V-CUT,90.47,96.79,0.039
에멀젼C,1.25,비전기,화성암,화강암,135.7,V-CUT,121.37,125.97,0.048
에멀젼C,0.75,비전기,화성암,화강암,135.7,V-CUT,156.69,149.36,0.016
에멀젼C,0.75,비전기,화성암,화강암,135.7,V-CUT,156.69,149.36,0.02
에멀젼C,1,비전기,화성암,화강암,135.7,V-CUT,135.7,135.7,0.029
에멀젼C,1,비전기,화성암,화강암,135.7,V-CUT,135.7,135.7,0.012
에멀젼C,1.5,비전기,화성암,화강암,135.7,V-CUT,110.8,118.54,0.03
에멀젼C,0.24,비전기,변성암,편마암,113.9,선대구경,232.5,183.28,0.03
에멀젼C,0.24,비전기,변성암,편마암,112.3,선대구경,229.23,180.71,0.037
에멀젼C,0.24,비전기,변성암,편마암,112,선대구경,228.62,180.22,0.034
에멀젼C,0.24,비전기,변성암,편마암,114.2,선대구경,233.11,183.76,0.031
에멀젼C,0.24,비전기,변성암,편마암,112,선대구경,228.62,180.22,0.053
에멀젼C,0.24,비전기,변성암,편마암,100.1,선대구경,204.33,161.08,0.047
에멀젼C,0.24,비전기,변성암,편마암,98.5,선대구경,201.06,158.5,0.06
에멀젼C,0.24,비전기,변성암,편마암,100,선대구경,204.12,160.91,0.044
에멀젼C,0.24,비전기,변성암,편마암,100.4,선대구경,204.94,161.56,0.055
에멀젼C,0.24,비전기,변성암,편마암,98.2,선대구경,200.45,158.02,0.065
에멀젼C,0.48,비전기,변성암,편마암,160.2,선대구경,231.23,204.6,0.018
에멀젼C,0.48,비전기,변성암,편마암,160.5,선대구경,231.66,204.99,0.012
에멀젼C,0.48,비전기,변성암,편마암,160.9,선대구경,232.24,205.5,0.015
에멀젼C,0.48,비전기,변성암,편마암,159.5,선대구경,230.22,203.71,0.023
에멀젼C,0.24,비전기,변성암,편마암,159,선대구경,324.56,255.85,0.019
에멀젼C,0.48,비전기,변성암,편마암,213.9,선대구경,308.74,273.19,0.022
에멀젼C,0.24,비전기,변성암,편마암,214.3,선대구경,437.44,344.84,0.019
에멀젼C,0.24,비전기,변성암,편마암,214.7,선대구경,438.25,345.48,0.019
에멀젼C,0.24,비전기,변성암,편마암,215.1,선대구경,439.07,346.13,0.018
에멀젼C,0.24,비전기,변성암,편마암,215.6,선대구경,440.09,346.93,0.018
에멀젼C,0.24,비전기,변성암,편마암,230.5,선대구경,470.51,370.91,0.006
에멀젼C,0.24,비전기,변성암,편마암,230.6,선대구경,470.71,371.07,0.005
에멀젼C,0.24,비전기,변성암,편마암,229.9,선대구경,469.28,369.94,0.007
에멀젼C,0.24,비전기,변성암,편마암,230.5,선대구경,470.51,370.91,0.006
에멀젼C,0.24,비전기,변성암,편마암,229.4,선대구경,468.26,369.14,0.005
에멀젼C,0.24,비전기,변성암,편마암,26.3,선대구경,53.68,42.32,0.492
에멀젼C,0.24,비전기,변성암,편마암,26.2,선대구경,53.48,42.16,0.502
에멀젼C,0.24,비전기,변성암,편마암,25.2,선대구경,51.44,40.55,0.472
에멀젼C,0.24,비전기,변성암,편마암,23.9,선대구경,48.79,38.46,0.46
에멀젼C,0.24,비전기,변성암,편마암,23.5,선대구경,47.97,37.82,0.511
에멀젼C,0.24,비전기,변성암,편마암,50.3,선대구경,102.67,80.94,0.194
에멀젼C,0.24,비전기,변성암,편마암,50,선대구경,102.06,80.46,0.204
에멀젼C,0.24,비전기,변성암,편마암,49.4,선대구경,100.84,79.49,0.176
에멀젼C,0.24,비전기,변성암,편마암,49.3,선대구경,100.63,79.33,0.171
에멀젼C,0.24,비전기,변성암,편마암,47.8,선대구경,97.57,76.92,0.181
에멀젼C,0.24,비전기,변성암,편마암,76.1,선대구경,155.34,122.46,0.074
에멀젼C,0.24,비전기,변성암,편마암,76.4,선대구경,155.95,122.94,0.072
에멀젼C,0.24,비전기,변성암,편마암,74,선대구경,151.05,119.08,0.102
에멀젼C,0.24,비전기,변성암,편마암,73.4,선대구경,149.83,118.11,0.07
에멀젼C,0.24,비전기,변성암,편마암,72.8,선대구경,148.6,117.15,0.085
에멀젼C,0.16,비전기,변성암,편마암,144.5,선대구경,361.25,266.17,0.016
에멀젼C,0.16,비전기,변성암,편마암,143,선대구경,357.5,263.41,0.014
에멀젼C,0.205,비전기,변성암,편마암,141.9,선대구경,313.4,240.66,0.017
에멀젼C,0.205,비전기,변성암,편마암,141.5,선대구경,312.52,239.98,0.017
에멀젼C,0.205,비전기,변성암,편마암,141.5,선대구경,312.52,239.98,0.02
에멀젼C,0.16,비전기,변성암,편마암,43.3,선대구경,108.25,79.76,0.041
에멀젼C,0.16,비전기,변성암,편마암,44.3,선대구경,110.75,81.6,0.039
에멀젼C,0.16,비전기,변성암,편마암,43.7,선대구경,109.25,80.5,0.036
에멀젼C,0.205,비전기,변성암,편마암,43.3,선대구경,95.63,73.44,0.036
에멀젼C,0.205,비전기,변성암,편마암,40.3,선대구경,89.01,68.35,0.044
에멀젼C,0.16,비전기,변성암,편마암,5.4,선대구경,13.5,9.95,1.236
에멀젼C,0.24,비전기,변성암,편마암,5.1,선대구경,10.41,8.21,1.795
에멀젼C,0.16,비전기,변성암,편마암,5.5,선대구경,13.75,10.13,1.579
에멀젼C,0.205,비전기,변성암,편마암,5.6,선대구경,12.37,9.5,1.122
에멀젼C,0.205,비전기,변성암,편마암,4.9,선대구경,10.82,8.31,1.378
에멀젼C,0.16,비전기,변성암,편마암,34.9,선대구경,87.25,64.29,0.057
에멀젼C,0.16,비전기,변성암,편마암,38.2,선대구경,95.5,70.37,0.056
에멀젼C,0.205,비전기,변성암,편마암,34.7,선대구경,76.64,58.85,0.078
에멀젼C,0.205,비전기,변성암,편마암,36.3,선대구경,80.17,61.56,0.087
에멀젼C,0.205,비전기,변성암,편마암,37.4,선대구경,82.6,63.43,0.07
에멀젼C,0.16,비전기,변성암,편마암,49.5,선대구경,123.75,91.18,0.044
에멀젼C,0.16,비전기,변성암,편마암,48.2,선대구경,120.5,88.79,0.045
에멀젼C,0.16,비전기,변성암,편마암,49.6,선대구경,124,91.36,0.041
에멀젼C,0.16,비전기,변성암,편마암,49.3,선대구경,123.25,90.81,0.056
에멀젼C,0.205,비전기,변성암,편마암,52.3,선대구경,115.51,88.7,0.061
에멀젼C,0.16,비전기,변성암,편마암,64.8,선대구경,162,119.36,0.055
에멀젼C,0.16,비전기,변성암,편마암,65.6,선대구경,164,120.84,0.049
에멀젼C,0.16,비전기,변성암,편마암,64.6,선대구경,161.5,118.99,0.045
에멀젼C,0.205,비전기,변성암,편마암,66.2,선대구경,146.21,112.27,0.044
에멀젼C,0.205,비전기,변성암,편마암,67.6,선대구경,149.3,114.65,0.04
에멀젼C,2.4,비전기,변성암,편마암,215.5,V-CUT,139.1,160.96,0.024
에멀젼C,2.8,비전기,변성암,편마암,214.5,V-CUT,128.19,152.19,0.043
에멀젼C,2.8,비전기,변성암,편마암,215.5,V-CUT,128.79,152.9,0.036
에멀젼C,2.8,비전기,변성암,편마암,215.1,V-CUT,128.55,152.61,0.04
에멀젼C,2.8,비전기,변성암,편마암,215,V-CUT,128.49,152.54,0.03
에멀젼C,2.8,비전기,변성암,편마암,302.5,V-CUT,180.78,214.62,0.018
에멀젼C,2.8,비전기,변성암,편마암,302.9,V-CUT,181.02,214.91,0.017
에멀젼C,2.8,비전기,변성암,편마암,304.3,V-CUT,181.85,215.9,0.011
에멀젼C,2.8,비전기,변성암,편마암,301.7,V-CUT,180.3,214.05,0.019
에멀젼C,2.8,비전기,변성암,편마암,303.5,V-CUT,181.38,215.33,0.012
에멀젼C,2.8,비전기,변성암,편마암,62.5,V-CUT,37.35,44.34,0.526
에멀젼C,2.8,비전기,변성암,편마암,64.2,V-CUT,38.37,45.55,0.362
에멀젼C,2.8,비전기,변성암,편마암,63.8,V-CUT,38.13,45.27,0.419
에멀젼C,2.8,비전기,변성암,편마암,63.3,V-CUT,37.83,44.91,0.48
에멀젼C,2.8,비전기,변성암,편마암,61.6,V-CUT,36.81,43.7,0.33
에멀젼C,2.8,비전기,변성암,편마암,83.8,V-CUT,50.08,59.46,0.369
에멀젼C,2.8,비전기,변성암,편마암,84.2,V-CUT,50.32,59.74,0.279
에멀젼C,2.8,비전기,변성암,편마암,83.3,V-CUT,49.78,59.1,0.378
에멀젼C,2.8,비전기,변성암,편마암,83,V-CUT,49.6,58.89,0.245
에멀젼C,2.8,비전기,변성암,편마암,82,V-CUT,49,58.18,0.266
에멀젼C,2.8,비전기,변성암,편마암,215.9,V-CUT,129.02,153.18,0.034
에멀젼C,2.8,비전기,변성암,편마암,217.6,V-CUT,130.04,154.39,0.032
에멀젼C,2.8,비전기,변성암,편마암,215.1,V-CUT,128.55,152.61,0.045
에멀젼C,2.8,비전기,변성암,편마암,221,V-CUT,132.07,156.8,0.02
에멀젼C,2.8,비전기,변성암,편마암,220,V-CUT,131.48,156.09,0.031
에멀젼C,2.4,비전기,변성암,편마암,230.1,V-CUT,148.53,171.86,0.02
에멀젼C,2.4,비전기,변성암,편마암,229.9,V-CUT,148.4,171.71,0.021
에멀젼C,2.8,비전기,변성암,편마암,233.3,V-CUT,139.42,165.52,0.03
에멀젼C,2.8,비전기,변성암,편마암,234,V-CUT,139.84,166.02,0.025
에멀젼C,2.8,비전기,변성암,편마암,232.5,V-CUT,138.95,164.96,0.034
에멀젼C,5.6,비전기,변성암,편마암,218.1,V-CUT,92.16,122.82,0.067
에멀젼C,5.6,비전기,변성암,편마암,217.4,V-CUT,91.87,122.42,0.042
에멀젼C,5.6,비전기,변성암,편마암,216.7,V-CUT,91.57,122.03,0.051
에멀젼C,5.6,비전기,변성암,편마암,216,V-CUT,91.28,121.63,0.056
에멀젼C,5.6,비전기,변성암,편마암,219.8,V-CUT,92.88,123.77,0.046
에멀젼C,5.6,비전기,변성암,편마암,306.6,V-CUT,129.56,172.65,0.013
에멀젼C,5.6,비전기,변성암,편마암,309.5,V-CUT,130.79,174.29,0.014
에멀젼C,5.6,비전기,변성암,편마암,308.8,V-CUT,130.49,173.89,0.017
에멀젼C,5.6,비전기,변성암,편마암,308,V-CUT,130.15,173.44,0.017
에멀젼C,5.6,비전기,변성암,편마암,310,V-CUT,131,174.57,0.012
에멀젼C,5.6,비전기,변성암,편마암,89.5,V-CUT,37.82,50.4,0.28
에멀젼C,5.6,비전기,변성암,편마암,88.9,V-CUT,37.57,50.06,0.294
에멀젼C,5.6,비전기,변성암,편마암,88.1,V-CUT,37.23,49.61,0.341
에멀젼C,5.6,비전기,변성암,편마암,87.5,V-CUT,36.98,49.27,0.345
에멀젼C,5.6,비전기,변성암,편마암,87.2,V-CUT,36.85,49.1,0.268
에멀젼C,5.6,비전기,변성암,편마암,220.2,V-CUT,93.05,124,0.026
에멀젼C,5.6,비전기,변성암,편마암,222.8,V-CUT,94.15,125.46,0.045
에멀젼C,5.6,비전기,변성암,편마암,221.3,V-CUT,93.52,124.62,0.043
에멀젼C,5.6,비전기,변성암,편마암,222,V-CUT,93.81,125.01,0.04
에멀젼C,5.6,비전기,변성암,편마암,221.1,V-CUT,93.43,124.51,0.038
에멀젼C,5.6,비전기,변성암,편마암,237.6,V-CUT,100.4,133.8,0.021
에멀젼C,5.6,비전기,변성암,편마암,235.9,V-CUT,99.69,132.84,0.032
에멀젼C,5.6,비전기,변성암,편마암,235.2,V-CUT,99.39,132.45,0.027
에멀젼C,5.6,비전기,변성암,편마암,236.8,V-CUT,100.07,133.35,0.021
에멀젼C,5.6,비전기,변성암,편마암,237.4,V-CUT,100.32,133.69,0.014
에멀젼C,5.6,비전기,변성암,편마암,255.5,V-CUT,107.97,143.88,0.023
에멀젼C,5.6,비전기,변성암,편마암,255.6,V-CUT,108.01,143.93,0.019
에멀젼C,5.6,비전기,변성암,편마암,255.2,V-CUT,107.84,143.71,0.017
에멀젼C,5.6,비전기,변성암,편마암,253.7,V-CUT,107.21,142.86,0.025
에멀젼C,5.6,비전기,변성암,편마암,254.5,V-CUT,107.55,143.32,0.022
에멀젼C,3.2,전기,화성암,안산암,234.3,V-CUT,130.98,159,0.04
에멀젼C,3.2,전기,화성암,안산암,233.9,V-CUT,130.75,158.73,0.07
에멀젼C,6.4,전기,화성암,안산암,235.3,V-CUT,93.01,126.73,0.064
에멀젼C,3.6,전기,화성암,안산암,235.1,V-CUT,123.91,153.4,0.042
에멀젼C,3.6,전기,화성암,안산암,238.2,V-CUT,125.54,155.42,0.03
에멀젼C,6,전기,화성암,안산암,234.7,V-CUT,95.82,129.16,0.033
에멀젼C,6.4,전기,화성암,안산암,59.7,V-CUT,23.6,32.15,0.226
에멀젼C,3.6,전기,화성암,안산암,61.2,V-CUT,32.26,39.93,0.242
에멀젼C,3.6,전기,화성암,안산암,59.2,V-CUT,31.2,38.63,0.335
에멀젼C,3.6,전기,화성암,안산암,58.5,V-CUT,30.83,38.17,0.329
에멀젼C,4.8,전기,화성암,안산암,60.7,V-CUT,27.71,35.98,0.335
에멀젼C,6.3,전기,화성암,안산암,65.7,V-CUT,26.18,35.57,0.318
에멀젼C,6.4,전기,화성암,안산암,89.3,V-CUT,35.3,48.1,0.202
에멀젼C,3.6,전기,화성암,안산암,89.9,V-CUT,47.38,58.66,0.254
에멀젼C,3.6,전기,화성암,안산암,88.5,V-CUT,46.64,57.74,0.369
에멀젼C,6,전기,화성암,안산암,90.3,V-CUT,36.86,49.69,0.222
에멀젼C,6,전기,화성암,안산암,88.8,V-CUT,36.25,48.87,0.229
에멀젼C,6,전기,화성암,안산암,94.3,V-CUT,38.5,51.9,0.271
에멀젼C,3.6,전기,화성암,안산암,119.3,V-CUT,62.88,77.84,0.136
에멀젼C,3.6,전기,화성암,안산암,118.9,V-CUT,62.67,77.58,0.133
에멀젼C,6,전기,화성암,안산암,119.8,V-CUT,48.91,65.93,0.142
에멀젼C,6,전기,화성암,안산암,117.8,V-CUT,48.09,64.83,0.141
에멀젼C,3.6,전기,화성암,안산암,119.6,V-CUT,63.03,78.04,0.122
에멀젼C,6.3,전기,화성암,안산암,121.7,V-CUT,48.49,65.89,0.125
에멀젼C,3.6,전기,화성암,안산암,149.3,V-CUT,78.69,97.41,0.103
에멀젼C,3.6,전기,화성암,안산암,151.7,V-CUT,79.95,98.98,0.088
에멀젼C,6,전기,화성암,안산암,150.2,V-CUT,61.32,82.66,0.092
에멀젼C,5,전기,화성암,안산암,148.6,V-CUT,66.46,86.9,0.164
에멀젼C,6.3,전기,화성암,안산암,153.1,V-CUT,61,82.9,0.097
에멀젼C,6.3,전기,화성암,안산암,151.7,V-CUT,60.44,82.14,0.121
에멀젼C,0.5,비전기,화성암,화강암,287.8,V-CUT,407.01,362.61,0.003
에멀젼C,0.5,비전기,화성암,화강암,281,V-CUT,397.39,354.04,0.004
에멀젼C,0.5,비전기,화성암,화강암,291.6,V-CUT,412.38,367.39,0.005
에멀젼C,0.75,비전기,화성암,화강암,292.2,V-CUT,337.4,321.61,0.004
에멀젼C,0.75,비전기,화성암,화강암,279.8,V-CUT,323.09,307.96,0.007
에멀젼C,0.45,비전기,화성암,화강암,278.8,V-CUT,415.61,363.82,0.007
에멀젼C,0.5,비전기,화성암,화강암,333.2,V-CUT,471.22,419.81,0.004
에멀젼C,0.5,비전기,화성암,화강암,334.1,V-CUT,472.49,420.94,0.003
에멀젼C,0.75,비전기,화성암,화강암,326,V-CUT,376.43,358.81,0.004
에멀젼C,0.75,비전기,화성암,화강암,324.9,V-CUT,375.16,357.6,0.004
에멀젼C,0.675,비전기,화성암,화강암,336.3,V-CUT,409.33,383.38,0.004
에멀젼C,0.45,비전기,화성암,화강암,338.2,V-CUT,504.16,441.34,0.003
에멀젼C,0.75,비전기,화성암,화강암,51.7,V-CUT,59.7,56.9,0.105
에멀젼C,0.5,비전기,화성암,화강암,51.1,V-CUT,72.27,64.38,0.101
에멀젼C,0.5,비전기,화성암,화강암,44.9,V-CUT,63.5,56.57,0.117
에멀젼C,0.75,비전기,화성암,화강암,44.2,V-CUT,51.04,48.65,0.164
에멀젼C,0.75,비전기,화성암,화강암,43.7,V-CUT,50.46,48.1,0.16
에멀젼C,0.675,비전기,화성암,화강암,45,V-CUT,54.77,51.3,0.144
에멀젼C,0.5,비전기,화성암,화강암,78.9,V-CUT,111.58,99.41,0.025
에멀젼C,0.5,비전기,화성암,화강암,82,V-CUT,115.97,103.31,0.024
에멀젼C,0.5,비전기,화성암,화강암,79.5,V-CUT,112.43,100.16,0.031
에멀젼C,0.75,비전기,화성암,화강암,82.1,V-CUT,94.8,90.36,0.025
에멀젼C,0.75,비전기,화성암,화강암,74.2,V-CUT,85.68,81.67,0.031
에멀젼C,0.675,비전기,화성암,화강암,79.6,V-CUT,96.89,90.74,0.028
에멀젼C,0.675,비전기,화성암,화강암,111.9,V-CUT,136.2,127.56,0.013
에멀젼C,0.675,비전기,화성암,화강암,112,V-CUT,136.32,127.68,0.02
에멀젼C,0.675,비전기,화성암,화강암,113.8,V-CUT,138.51,129.73,0.012
에멀젼C,0.675,비전기,화성암,화강암,115.6,V-CUT,140.7,131.78,0.011
에멀젼C,0.45,비전기,화성암,화강암,117.4,V-CUT,175.01,153.2,0.009
에멀젼C,0.45,비전기,화성암,화강암,117.5,V-CUT,175.16,153.33,0.008
에멀젼C,1.6,비전기,화성암,안산암,251.6,V-CUT,198.91,215.11,0.024
에멀젼C,4.8,비전기,화성암,안산암,251,V-CUT,114.57,148.8,0.042
에멀젼C,4.8,비전기,화성암,안산암,250.6,V-CUT,114.38,148.56,0.047
에멀젼C,2,비전기,화성암,안산암,251.8,V-CUT,178.05,199.85,0.027
에멀젼C,4,비전기,화성암,안산암,250.8,V-CUT,125.4,157.99,0.028
에멀젼C,6,비전기,화성암,안산암,246.4,V-CUT,100.59,135.6,0.044
에멀젼C,6,비전기,화성암,안산암,244.4,V-CUT,99.78,134.5,0.055
에멀젼C,6,비전기,화성암,안산암,247.3,V-CUT,100.96,136.09,0.042
에멀젼C,4,비전기,화성암,안산암,248.2,V-CUT,124.1,156.36,0.034
에멀젼C,4,비전기,화성암,안산암,245.5,V-CUT,122.75,154.66,0.045
에멀젼C,4.8,비전기,화성암,안산암,62,V-CUT,28.3,36.75,0.872
에멀젼C,4.8,비전기,화성암,안산암,62.3,V-CUT,28.44,36.93,0.768
에멀젼C,4.8,비전기,화성암,안산암,62.9,V-CUT,28.71,37.29,0.581
에멀젼C,6,비전기,화성암,안산암,62.8,V-CUT,25.64,34.56,0.604
에멀젼C,4,비전기,화성암,안산암,63.6,V-CUT,31.8,40.07,0.462
에멀젼C,1.6,비전기,화성암,안산암,103.4,V-CUT,81.74,88.41,0.124
에멀젼C,1.6,비전기,화성암,안산암,102.4,V-CUT,80.95,87.55,0.113
에멀젼C,4.8,비전기,화성암,안산암,103.2,V-CUT,47.1,61.18,0.202
에멀젼C,6,비전기,화성암,안산암,103,V-CUT,42.05,56.68,0.236
에멀젼C,4,비전기,화성암,안산암,102.1,V-CUT,51.05,64.32,0.158
에멀젼C,1.6,비전기,화성암,안산암,129.8,V-CUT,102.62,110.98,0.084
에멀젼C,4.8,비전기,화성암,안산암,129.1,V-CUT,58.93,76.53,0.22
에멀젼C,4.8,비전기,화성암,안산암,128.8,V-CUT,58.79,76.35,0.33
에멀젼C,4.8,비전기,화성암,안산암,129.8,V-CUT,59.25,76.95,0.208
에멀젼C,4.8,비전기,화성암,안산암,129.8,V-CUT,59.25,76.95,0.134
에멀젼C,4.8,비전기,화성암,안산암,160.2,V-CUT,73.12,94.97,0.162
에멀젼C,4.8,비전기,화성암,안산암,158.6,V-CUT,72.39,94.02,0.162
에멀젼C,6,비전기,화성암,안산암,159.8,V-CUT,65.24,87.94,0.118
에멀젼C,6,비전기,화성암,안산암,158.1,V-CUT,64.54,87.01,0.252
에멀젼C,6,비전기,화성암,안산암,158.9,V-CUT,64.87,87.45,0.197
에멀젼C,6,비전기,화성암,안산암,186.9,V-CUT,76.3,102.86,0.141
에멀젼C,6,비전기,화성암,안산암,187.7,V-CUT,76.63,103.3,0.133
에멀젼C,6,비전기,화성암,안산암,185.9,V-CUT,75.89,102.3,0.142
에멀젼C,4,비전기,화성암,안산암,189.3,V-CUT,94.65,119.25,0.102
에멀젼C,6,비전기,화성암,안산암,188.4,V-CUT,76.91,103.68,0.121
에멀젼C,1.6,비전기,화성암,안산암,216.5,V-CUT,171.16,185.1,0.038
에멀젼C,4.8,비전기,화성암,안산암,217.3,V-CUT,99.18,128.82,0.118
에멀젼C,4.8,비전기,화성암,안산암,215.5,V-CUT,98.36,127.75,0.102
에멀젼C,6,비전기,화성암,안산암,216.6,V-CUT,88.43,119.2,0.135
에멀젼C,4,비전기,화성암,안산암,215.6,V-CUT,107.8,135.82,0.075
에멀젼C,1.5,비전기,퇴적암,사암,49.3,V-CUT,40.25,43.07,0.151
에멀젼C,1.5,비전기,퇴적암,사암,48.8,V-CUT,39.85,42.63,0.172
에멀젼C,1.125,비전기,퇴적암,사암,53.1,V-CUT,50.06,51.06,0.149
에멀젼C,1.125,비전기,퇴적암,사암,56.4,V-CUT,53.17,54.23,0.108
에멀젼C,1.125,비전기,퇴적암,사암,53.6,V-CUT,50.53,51.54,0.144
에멀젼C,1.125,비전기,퇴적암,사암,55.4,V-CUT,52.23,53.27,0.086
에멀젼C,1.125,비전기,퇴적암,사암,54.2,V-CUT,51.1,52.11,0.125
에멀젼C,1.125,비전기,퇴적암,사암,55.9,V-CUT,52.7,53.75,0.081
에멀젼C,1.5,비전기,퇴적암,사암,67.8,V-CUT,55.36,59.23,0.098
에멀젼C,1.5,비전기,퇴적암,사암,67.7,V-CUT,55.28,59.14,0.098
에멀젼C,1.5,비전기,퇴적암,사암,67.3,V-CUT,54.95,58.79,0.14
에멀젼C,1.125,비전기,퇴적암,사암,65,V-CUT,61.28,62.5,0.117
에멀젼C,1.125,비전기,퇴적암,사암,66.9,V-CUT,63.07,64.32,0.102
에멀젼C,1.125,비전기,퇴적암,사암,65.6,V-CUT,61.85,63.07,0.112
에멀젼C,1.125,비전기,퇴적암,사암,66.2,V-CUT,62.41,63.65,0.103
