화약,SR SD,CR SD,최대입자속도
정밀폭약,176.25,129.86,0.018000000000000002
정밀폭약,24.0,19.05,0.66
정밀폭약,54.0,42.86,0.049
정밀폭약,78.0,61.91,0.10800000000000001
정밀폭약,98.0,77.78,0.068
정밀폭약,118.0,93.66,0.038
정밀폭약,138.0,109.53,0.04
정밀폭약,158.0,125.4,0.021
정밀폭약,19.3,16.0,0.978
정밀폭약,43.85,36.36,0.11
정밀폭약,66.66,55.27,0.2
정밀폭약,84.2,69.81,0.24600000000000002
정밀폭약,101.74,84.36,0.187
정밀폭약,119.28,98.9,0.102
정밀폭약,136.82,113.45,0.083
정밀폭약,163.13,135.27,0.011000000000000001
정밀폭약,61.84,47.49,0.16699999999999998
정밀폭약,83.93,64.45,0.079
정밀폭약,93.2,71.57,0.016
정밀폭약,128.1,98.37,0.079
정밀폭약,150.19,115.33,0.025
정밀폭약,172.27,132.28,0.018000000000000002
정밀폭약,194.36,149.24,0.013000000000000001
정밀폭약,12.08,11.95,1.65
정밀폭약,18.59,18.39,1.41
정밀폭약,28.92,28.61,0.521
정밀폭약,39.25,38.83,0.281
정밀폭약,49.57,49.04,0.086
정밀폭약,59.9,59.26,0.084
정밀폭약,70.23,69.48,0.062
정밀폭약,80.56,79.7,0.055999999999999994
정밀폭약,50.8,39.01,0.179
정밀폭약,61.84,47.49,0.17800000000000002
정밀폭약,102.48,78.69,0.03
정밀폭약,128.1,98.37,0.033
정밀폭약,150.19,115.33,0.025
정밀폭약,172.27,132.28,0.025
정밀폭약,194.36,149.24,0.021
정밀폭약,29.56,26.33,0.845
정밀폭약,33.76,40.2,0.467
정밀폭약,39.69,47.26,0.363
정밀폭약,45.61,54.31,0.154
정밀폭약,51.53,61.36,0.132
정밀폭약,57.46,68.42,0.087
정밀폭약,175.93,209.48,0.044000000000000004
