화약,SR SD,CR SD,최대입자속도
에멀젼C,130.64,110.94,0.049
에멀젼C,111.72,99.53,0.07200000000000001
에멀젼C,114.55,102.05,0.046
에멀젼C,51.03,40.23,0.21
에멀젼C,48.99,38.62,0.34
에멀젼C,53.07,41.84,0.203
에멀젼C,61.24,48.27,0.14300000000000002
에멀젼C,59.2,46.67,0.313
에멀젼C,63.28,49.88,0.165
에멀젼C,98.8,77.88,0.042
에멀젼C,96.75,76.27,0.042
에멀젼C,100.84,79.49,0.042
에멀젼C,122.47,96.55,0.052000000000000005
에멀젼C,120.43,94.94,0.051
에멀젼C,124.52,98.16,0.049
에멀젼C,142.89,112.64,0.04
에멀젼C,140.85,111.03,0.04
에멀젼C,144.93,114.25,0.038
에멀젼C,163.3,128.73,0.03
에멀젼C,161.26,127.12,0.035
에멀젼C,165.34,130.34,0.032
에멀젼C,183.71,144.82,0.024
에멀젼C,181.67,143.21,0.028999999999999998
에멀젼C,185.75,146.43,0.022000000000000002
에멀젼C,36.06,32.13,0.657
에멀젼C,36.77,32.76,0.607
에멀젼C,37.62,33.51,0.619
에멀젼C,48.37,43.09,0.272
에멀젼C,48.37,43.09,0.217
에멀젼C,47.94,42.71,0.22
에멀젼C,48.37,43.09,0.22
에멀젼C,49.36,43.97,0.244
에멀젼C,46.95,41.83,0.303
에멀젼C,42.85,38.18,0.382
에멀젼C,42.99,38.3,0.47600000000000003
에멀젼C,63.92,56.95,0.142
에멀젼C,63.64,56.7,0.11199999999999999
에멀젼C,63.92,56.95,0.12
에멀젼C,63.64,56.7,0.10400000000000001
에멀젼C,63.78,56.82,0.106
에멀젼C,65.05,57.96,0.128
에멀젼C,62.93,56.07,0.115
에멀젼C,65.9,58.71,0.185
에멀젼C,62.08,55.31,0.187
에멀젼C,58.97,52.54,0.174
에멀젼C,89.52,79.75,0.11
에멀젼C,89.52,79.75,0.069
에멀젼C,89.38,79.63,0.07200000000000001
에멀젼C,89.8,80.0,0.069
에멀젼C,90.37,80.51,0.07200000000000001
에멀젼C,88.39,78.75,0.075
에멀젼C,88.53,78.87,0.08
에멀젼C,85.7,76.35,0.092
에멀젼C,83.58,74.46,0.092
에멀젼C,94.33,84.04,0.1
에멀젼C,149.2,132.92,0.027999999999999997
에멀젼C,148.78,132.54,0.023
에멀젼C,149.2,132.92,0.021
에멀젼C,150.05,133.68,0.015
에멀젼C,148.21,132.04,0.017
에멀젼C,148.21,132.04,0.018000000000000002
에멀젼C,151.6,135.06,0.02
에멀젼C,147.93,131.79,0.021
에멀젼C,151.04,134.56,0.028999999999999998
에멀젼C,112.43,100.16,0.047
에멀젼C,112.71,100.42,0.053
에멀젼C,113.56,101.17,0.042
에멀젼C,108.61,96.76,0.055
에멀젼C,115.97,103.31,0.062
에멀젼C,115.54,102.94,0.06
에멀젼C,118.65,105.71,0.047
에멀젼C,114.69,102.18,0.053
에멀젼C,157.68,140.48,0.037000000000000005
에멀젼C,163.2,145.39,0.035
에멀젼C,167.58,149.3,0.034
에멀젼C,30.89,27.33,2.16
에멀젼C,30.04,25.79,2.93
에멀젼C,34.93,30.91,1.071
에멀젼C,47.78,42.27,0.266
에멀젼C,52.34,44.92,0.447
에멀젼C,48.21,42.66,0.325
에멀젼C,70.58,62.45,0.098
에멀젼C,77.32,66.37,0.127
에멀젼C,71.01,62.84,0.078
에멀젼C,96.42,85.32,0.076
에멀젼C,105.62,90.66,0.081
에멀젼C,96.71,85.57,0.081
에멀젼C,187.35,165.78,0.017
에멀젼C,205.55,176.44,0.019
에멀젼C,187.21,165.65,0.012
에멀젼C,217.37,192.34,0.017
에멀젼C,238.44,204.67,0.017
에멀젼C,217.23,192.22,0.013000000000000001
에멀젼C,236.42,209.2,0.012
에멀젼C,259.15,222.45,0.009000000000000001
에멀젼C,236.14,208.95,0.009000000000000001
에멀젼C,261.68,231.55,0.013999999999999999
에멀젼C,287.13,246.47,0.017
에멀젼C,261.54,231.43,0.017
에멀젼C,279.29,247.13,0.034
에멀젼C,306.42,263.03,0.034
에멀젼C,279.0,246.88,0.034
에멀젼C,58.75,51.98,0.12
에멀젼C,62.61,53.75,0.271
에멀젼C,60.48,53.51,0.129
에멀젼C,205.54,181.87,0.044000000000000004
에멀젼C,224.21,192.45,0.024
에멀젼C,206.26,182.51,0.02
에멀젼C,17.8,18.47,2.175
에멀젼C,75.76,78.63,0.023
에멀젼C,69.59,72.22,0.054000000000000006
에멀젼C,16.1,16.71,1.9880000000000002
에멀젼C,36.4,37.78,0.24600000000000002
에멀젼C,47.76,49.57,0.132
에멀젼C,76.92,79.84,0.168
에멀젼C,84.61,87.82,0.07200000000000001
에멀젼C,89.8,93.2,0.1
에멀젼C,98.57,102.3,0.059000000000000004
에멀젼C,138.73,143.98,0.042
에멀젼C,91.87,105.16,0.156
에멀젼C,112.51,120.38,0.1
에멀젼C,79.56,95.55,0.2
에멀젼C,79.56,95.55,0.19
에멀젼C,289.61,309.86,0.021
에멀젼C,204.79,245.94,0.04
에멀젼C,236.47,270.69,0.03
에멀젼C,236.47,270.69,0.032
에멀젼C,401.58,418.99,0.023
에멀젼C,414.37,428.92,0.025
에멀젼C,425.7,437.8,0.011000000000000001
에멀젼C,427.97,440.44,0.021
에멀젼C,425.98,440.15,0.013999999999999999
에멀젼C,441.64,451.26,0.013999999999999999
에멀젼C,424.67,440.17,0.016
에멀젼C,438.54,450.49,0.023
에멀젼C,434.42,448.44,0.023
에멀젼C,433.8,448.79,0.042
에멀젼C,439.08,453.26,0.016
에멀젼C,436.66,452.29,0.02
에멀젼C,454.42,465.27,0.027999999999999997
에멀젼C,428.68,441.9,0.011000000000000001
에멀젼C,406.36,456.62,0.012
에멀젼C,535.06,549.72,0.011000000000000001
에멀젼C,411.65,462.06,0.013000000000000001
에멀젼C,437.97,481.93,0.038
에멀젼C,499.69,526.48,0.012
에멀젼C,424.72,473.09,0.038
에멀젼C,505.78,531.59,0.012
에멀젼C,475.15,510.49,0.023
에멀젼C,425.77,475.74,0.011000000000000001
에멀젼C,439.95,487.19,0.012
에멀젼C,430.54,481.15,0.024
에멀젼C,432.1,484.16,0.013000000000000001
에멀젼C,426.45,480.84,0.044000000000000004
에멀젼C,470.58,514.44,0.028999999999999998
에멀젼C,468.6,513.97,0.028999999999999998
에멀젼C,417.94,477.49,0.027000000000000003
에멀젼C,421.21,480.37,0.051
에멀젼C,440.52,496.51,0.036000000000000004
에멀젼C,433.4,491.92,0.024
에멀젼C,434.81,493.74,0.043
에멀젼C,436.38,495.72,0.012
에멀젼C,424.63,487.16,0.016
에멀젼C,428.58,490.93,0.012
에멀젼C,584.07,605.31,0.013000000000000001
에멀젼C,696.19,718.77,0.006999999999999999
에멀젼C,698.0,720.63,0.028999999999999998
에멀젼C,685.81,712.83,0.035
에멀젼C,758.76,765.8,0.006
에멀젼C,709.27,733.37,0.006999999999999999
에멀젼C,696.54,725.8,0.009000000000000001
에멀젼C,698.31,727.64,0.013000000000000001
에멀젼C,730.8,751.35,0.028999999999999998
에멀젼C,711.83,742.69,0.015
에멀젼C,618.5,681.15,0.017
에멀젼C,35.93,35.55,0.17
에멀젼C,35.93,35.55,0.22
에멀젼C,35.93,35.55,0.254
에멀젼C,20.66,23.9,0.552
에멀젼C,24.51,26.5,0.514
에멀젼C,23.72,25.65,0.502
에멀젼C,20.66,23.9,1.092
에멀젼C,26.52,27.63,0.495
에멀젼C,32.5,38.01,0.248
에멀젼C,32.92,38.09,0.28600000000000003
에멀젼C,32.27,37.35,0.26
에멀젼C,30.8,36.68,0.21
에멀젼C,31.88,37.28,0.22899999999999998
에멀젼C,45.18,52.28,0.244
에멀젼C,45.83,53.03,0.23399999999999999
에멀젼C,63.64,66.31,0.156
에멀젼C,42.65,50.78,0.166
에멀젼C,44.69,52.27,0.17300000000000001
에멀젼C,54.87,63.49,0.237
에멀젼C,56.16,64.98,0.195
에멀젼C,51.53,61.36,0.19
에멀젼C,53.75,62.87,0.22
에멀젼C,54.38,63.6,0.22
에멀젼C,65.63,76.76,0.129
에멀젼C,66.88,78.22,0.129
에멀젼C,83.8,90.63,0.12
에멀젼C,62.79,74.76,0.134
에멀젼C,66.88,78.22,0.1
에멀젼C,85.63,100.15,0.028999999999999998
에멀젼C,80.56,95.92,0.028999999999999998
에멀젼C,85.63,100.15,0.034
에멀젼C,84.38,98.69,0.044000000000000004
에멀젼C,121.09,126.18,0.032
에멀젼C,101.25,118.42,0.013000000000000001
에멀젼C,101.25,118.42,0.013000000000000001
에멀젼C,128.07,138.51,0.011000000000000001
에멀젼C,103.93,120.25,0.013000000000000001
에멀젼C,101.25,118.42,0.01
에멀젼C,95.6,110.62,0.087
에멀젼C,95.6,110.62,0.067
에멀젼C,87.73,104.46,0.07
에멀젼C,91.25,106.73,0.059000000000000004
에멀젼C,91.88,107.46,0.09
에멀젼C,61.24,65.52,0.375
에멀젼C,55.5,61.63,0.442
에멀젼C,55.87,62.04,0.409
에멀젼C,48.07,56.0,0.409
에멀젼C,49.14,57.25,0.342
에멀젼C,83.94,89.8,0.10800000000000001
에멀젼C,74.49,82.72,0.159
에멀젼C,74.49,82.72,0.146
에멀젼C,63.88,74.42,0.203
에멀젼C,58.77,70.58,0.165
에멀젼C,104.18,111.47,0.083
에멀젼C,92.02,102.18,0.114
에멀젼C,92.75,102.99,0.114
에멀젼C,91.29,101.37,0.127
에멀젼C,80.51,93.8,0.102
에멀젼C,124.11,132.78,0.046
에멀젼C,96.51,112.44,0.055999999999999994
에멀젼C,95.5,111.26,0.075
에멀젼C,88.1,105.81,0.044000000000000004
에멀젼C,107.9,121.12,0.044000000000000004
에멀젼C,145.01,155.15,0.03
에멀젼C,144.52,154.62,0.03
에멀젼C,127.8,141.92,0.054000000000000006
에멀젼C,128.53,142.73,0.043
에멀젼C,111.63,130.05,0.037000000000000005
에멀젼C,115.97,130.17,0.084
에멀젼C,141.15,148.39,0.084
에멀젼C,120.43,133.73,0.057
에멀젼C,147.13,152.71,0.06
에멀젼C,133.09,142.39,0.087
에멀젼C,163.3,174.72,0.064
에멀젼C,145.33,161.38,0.079
에멀젼C,141.42,158.74,0.019
에멀젼C,156.5,169.69,0.022000000000000002
에멀젼C,156.5,169.69,0.022000000000000002
에멀젼C,225.35,241.11,0.016
에멀젼C,226.82,242.68,0.011000000000000001
에멀젼C,226.82,242.68,0.008
에멀젼C,226.17,241.98,0.011000000000000001
에멀젼C,226.17,241.98,0.013000000000000001
에멀젼C,18.04,20.11,1.5
에멀젼C,18.04,20.11,0.8
에멀젼C,25.52,25.34,0.12
에멀젼C,28.15,31.38,0.35
에멀젼C,28.15,31.38,0.3
에멀젼C,34.47,35.92,0.31
에멀젼C,39.8,39.53,0.1
에멀젼C,35.36,42.17,0.40399999999999997
에멀젼C,38.08,44.07,0.24600000000000002
에멀젼C,48.33,51.36,0.256
에멀젼C,44.02,49.08,0.368
에멀젼C,41.25,49.2,0.302
에멀젼C,44.54,51.54,0.14800000000000002
에멀젼C,56.67,60.22,0.09699999999999999
에멀젼C,51.24,57.12,0.263
에멀젼C,47.14,56.23,0.177
에멀젼C,50.99,59.01,0.154
에멀젼C,65.0,69.07,0.16399999999999998
에멀젼C,58.46,65.17,0.154
에멀젼C,53.03,63.26,0.136
에멀젼C,57.45,66.47,0.091
에멀젼C,73.33,77.93,0.10099999999999999
에멀젼C,65.67,73.22,0.083
에멀젼C,58.93,70.29,0.079
에멀젼C,63.9,73.94,0.069
에멀젼C,81.67,86.78,0.064
에멀젼C,72.89,81.26,0.069
에멀젼C,176.78,210.86,0.032
에멀젼C,193.0,223.32,0.038
에멀젼C,248.33,263.89,0.024
에멀젼C,217.23,242.18,0.02
에멀젼C,63.3,66.38,0.13699999999999998
에멀젼C,71.1,74.56,0.1
에멀젼C,66.77,70.02,0.12
에멀젼C,68.5,71.84,0.1
에멀젼C,62.43,65.47,0.12
에멀젼C,64.17,67.29,0.12
에멀젼C,65.9,69.11,0.1
에멀젼C,63.3,66.38,0.1
에멀젼C,60.7,63.65,0.1
에멀젼C,58.96,61.83,0.12
에멀젼C,52.03,54.56,0.15
에멀젼C,56.36,59.11,0.1
에멀젼C,73.7,77.29,0.15
에멀젼C,71.1,74.56,0.15
에멀젼C,65.03,68.2,0.12
에멀젼C,65.9,69.11,0.15
에멀젼C,66.77,70.02,0.12
에멀젼C,52.89,55.47,0.102
에멀젼C,52.03,54.56,0.1
에멀젼C,52.03,54.56,0.12
에멀젼C,58.96,61.83,0.12
에멀젼C,62.43,65.47,0.1
에멀젼C,56.36,59.11,0.1
에멀젼C,52.89,55.47,0.1
에멀젼C,78.8,62.54,0.165
에멀젼C,76.4,60.64,0.1
에멀젼C,32.2,25.56,0.35
에멀젼C,30.4,24.13,0.27
에멀젼C,65.4,51.91,0.25
에멀젼C,58.6,46.51,0.05
에멀젼C,53.74,47.88,0.127
에멀젼C,51.9,46.24,0.1
에멀젼C,21.21,18.9,0.3
에멀젼C,22.06,19.65,0.3
에멀젼C,44.12,39.31,0.22
에멀젼C,53.47,48.58,0.225
에멀젼C,22.13,20.11,0.4
에멀젼C,18.4,16.72,0.35
에멀젼C,40.53,36.83,0.05
에멀젼C,82.6,65.56,0.183
에멀젼C,78.0,61.91,0.1
에멀젼C,26.4,20.95,0.38
에멀젼C,68.8,54.61,0.1
에멀젼C,61.4,48.73,0.05
에멀젼C,64.67,54.91,0.1
에멀젼C,27.43,23.3,0.33
에멀젼C,20.25,17.2,0.5
에멀젼C,55.85,47.43,0.15
에멀젼C,51.28,43.54,0.05
에멀젼C,75.2,59.69,0.213
에멀젼C,72.0,57.15,0.1
에멀젼C,25.4,20.16,0.3
에멀젼C,25.8,20.48,0.4
에멀젼C,90.0,71.43,0.07
에멀젼C,57.6,45.72,0.05
에멀젼C,60.67,54.05,0.162
에멀젼C,58.83,52.41,0.1
에멀젼C,26.59,23.69,0.25
에멀젼C,18.95,16.88,0.45
에멀젼C,71.56,63.75,0.12
에멀젼C,46.1,41.07,0.05
에멀젼C,47.0,37.3,0.1
에멀젼C,23.2,18.41,0.27
에멀젼C,32.8,26.03,0.27
에멀젼C,16.83,14.99,0.3
에멀젼C,20.36,18.14,0.22
에멀젼C,24.04,21.42,0.38
에멀젼C,40.87,36.41,0.15
에멀젼C,44.26,39.44,0.17
에멀젼C,28.85,25.7,0.508
에멀젼C,23.0,23.46,0.1
에멀젼C,11.88,12.11,0.27
에멀젼C,16.4,16.73,0.35
에멀젼C,26.3,26.83,0.2
에멀젼C,19.61,20.0,0.506
에멀젼C,13.9,13.9,0.65
에멀젼C,16.2,16.2,0.27
에멀젼C,18.7,18.7,0.43
에멀젼C,29.1,29.1,0.3
에멀젼C,32.9,32.9,0.17
에멀젼C,22.0,22.0,0.595
에멀젼C,15.84,14.11,0.35
에멀젼C,19.09,17.01,0.33
에멀젼C,22.49,20.03,0.33
에멀젼C,37.19,33.14,0.22
에멀젼C,42.43,37.8,0.12
에멀젼C,27.15,24.19,0.414
에멀젼C,26.78,22.74,0.2
에멀젼C,30.37,25.79,0.38
에멀젼C,47.36,40.21,0.15
에멀젼C,35.93,30.51,0.34
에멀젼C,82.71,61.5,0.35
에멀젼C,72.98,54.26,0.66
에멀젼C,46.22,34.37,0.63
에멀젼C,34.06,25.32,1.19
에멀젼C,51.08,37.98,0.6
에멀젼C,82.71,61.5,0.1
에멀젼C,75.41,56.07,0.43
에멀젼C,72.98,54.26,0.6
에멀젼C,53.52,39.79,0.3
에멀젼C,38.92,28.94,0.96
에멀젼C,41.35,30.75,0.88
에멀젼C,51.08,37.98,0.295
에멀젼C,35.8,34.12,0.162
에멀젼C,33.49,31.92,0.09
에멀젼C,48.5,46.23,0.1
에멀젼C,40.41,38.52,0.1
에멀젼C,40.41,38.52,0.07
에멀젼C,34.64,33.02,0.07
에멀젼C,16.17,19.41,0.16
에멀젼C,17.32,20.8,0.10800000000000001
에멀젼C,23.09,27.73,0.1
에멀젼C,19.05,22.88,0.15
에멀젼C,23.67,28.43,0.05
에멀젼C,27.0,27.0,0.27
에멀젼C,32.0,32.0,0.1
에멀젼C,31.0,31.0,0.07
에멀젼C,32.0,32.0,0.1
에멀젼C,30.0,30.0,0.12
에멀젼C,32.0,32.0,0.067
에멀젼C,34.0,34.0,0.1
에멀젼C,27.0,27.0,0.1
에멀젼C,33.49,31.92,0.162
에멀젼C,35.8,34.12,0.121
에멀젼C,50.81,48.43,0.1
에멀젼C,41.57,39.62,0.1
에멀젼C,42.72,40.72,0.1
에멀젼C,35.8,34.12,0.1
에멀젼C,38.11,36.32,0.12
에멀젼C,43.88,41.82,0.12
에멀젼C,20.78,24.96,0.10800000000000001
에멀젼C,24.83,29.81,0.1
에멀젼C,20.78,24.96,0.1
에멀젼C,20.78,24.96,0.1
에멀젼C,17.32,20.8,0.12
에멀젼C,18.48,22.19,0.07
에멀젼C,21.94,26.35,0.12
에멀젼C,32.91,31.37,0.5
에멀젼C,40.41,38.52,0.3
에멀젼C,36.37,34.67,0.4
에멀젼C,34.64,33.02,0.22
에멀젼C,32.1,30.6,1.143
에멀젼C,28.87,27.52,0.7190000000000001
에멀젼C,33.49,31.92,0.22
에멀젼C,32.56,31.04,0.17
에멀젼C,30.02,28.62,0.3
에멀젼C,26.56,25.31,0.33
에멀젼C,26.79,25.53,0.344
에멀젼C,26.1,24.87,0.546
에멀젼C,32.33,30.82,0.38
에멀젼C,39.84,37.97,0.17
에멀젼C,35.8,34.12,0.27
에멀젼C,34.06,32.47,0.22
에멀젼C,30.02,28.62,0.53
에멀젼C,45.03,42.93,0.1
에멀젼C,35.8,34.12,0.35
에멀젼C,40.41,38.52,0.68
에멀젼C,32.91,31.37,0.4
에멀젼C,37.41,35.66,0.38
에멀젼C,40.76,38.85,0.27
에멀젼C,28.87,27.52,0.764
에멀젼C,31.18,29.72,0.721
에멀젼C,32.91,31.37,0.22
에멀젼C,32.33,30.82,0.12
에멀젼C,29.44,28.07,0.3
에멀젼C,27.14,25.87,0.43
에멀젼C,25.4,24.21,0.5
에멀젼C,41.34,39.4,0.3
에멀젼C,42.95,40.94,0.48
에멀젼C,46.19,44.03,0.38
에멀젼C,49.77,47.44,0.12
에멀젼C,27.71,26.42,0.34600000000000003
에멀젼C,25.4,24.21,0.603
에멀젼C,52.8,41.91,0.21600000000000003
에멀젼C,59.4,47.15,0.113
에멀젼C,58.0,46.03,0.16699999999999998
에멀젼C,46.0,36.51,0.25
에멀젼C,70.8,56.19,0.07
에멀젼C,42.0,33.34,0.88
에멀젼C,55.2,43.81,0.15
에멀젼C,72.0,57.15,0.05
에멀젼C,39.2,31.11,0.254
에멀젼C,55.3,41.04,0.265
에멀젼C,35.4,28.1,0.373
에멀젼C,57.2,45.4,0.6
에멀젼C,44.6,35.4,0.35
에멀젼C,45.2,35.88,0.27
에멀젼C,34.8,27.62,0.2
에멀젼C,41.0,32.54,0.35
에멀젼C,42.0,33.34,0.25
에멀젼C,42.0,33.34,0.22
에멀젼C,46.8,37.15,0.1
에멀젼C,46.98,34.87,0.27
에멀젼C,53.83,39.95,0.12
에멀젼C,59.22,43.95,0.15
에멀젼C,45.52,33.78,0.15
에멀젼C,42.09,31.23,0.4
에멀젼C,51.39,38.13,0.1
에멀젼C,63.62,47.21,0.05
에멀젼C,16.4,15.63,0.35
에멀젼C,15.01,14.31,0.78
에멀젼C,17.32,16.51,0.38
에멀젼C,24.6,23.44,0.68
에멀젼C,38.34,36.54,0.07
에멀젼C,25.4,24.21,0.165
에멀젼C,18.48,17.61,0.483
에멀젼C,28.0,22.22,0.2
에멀젼C,25.2,20.0,0.4
에멀젼C,29.6,23.49,0.2
에멀젼C,44.8,35.56,0.1
에멀젼C,68.0,53.97,0.05
에멀젼C,41.4,32.86,0.114
에멀젼C,33.6,26.67,0.17800000000000002
에멀젼C,28.4,22.54,0.1
에멀젼C,25.2,20.0,0.15
에멀젼C,29.6,23.49,0.22
에멀젼C,46.0,36.51,0.27
에멀젼C,68.4,54.29,0.07
에멀젼C,42.0,33.34,0.14
에멀젼C,33.0,26.19,0.273
에멀젼C,35.11,26.85,0.1
에멀젼C,25.71,19.66,0.2
에멀젼C,27.5,21.03,0.12
에멀젼C,50.54,38.65,0.17
에멀젼C,77.59,59.34,0.05
에멀젼C,38.01,29.07,0.095
에멀젼C,31.75,24.28,0.25
에멀젼C,33.99,25.99,0.25
에멀젼C,47.85,36.59,0.15
에멀젼C,46.51,35.57,0.45
에멀젼C,72.0,55.06,0.07
에멀젼C,60.82,46.51,0.064
에멀젼C,34.88,26.68,0.21600000000000003
에멀젼C,51.43,39.33,0.09699999999999999
에멀젼C,19.8,17.64,0.1
에멀젼C,16.55,14.74,0.3
에멀젼C,20.65,18.39,0.22
에멀젼C,49.78,44.35,0.05
에멀젼C,24.61,21.92,0.051
에멀젼C,24.04,21.42,0.08900000000000001
에멀젼C,28.28,25.2,0.052000000000000005
에멀젼C,21.5,19.15,0.1
에멀젼C,20.93,18.65,0.2
에멀젼C,22.63,20.16,0.2
에멀젼C,45.54,40.57,0.07
에멀젼C,33.38,29.73,0.064
에멀젼C,21.21,18.9,0.221
에멀젼C,33.94,30.24,0.071
에멀젼C,55.9,42.75,0.14
에멀젼C,28.07,23.37,0.264
에멀젼C,34.66,28.85,0.318
에멀젼C,24.43,20.34,0.35
에멀젼C,24.26,20.2,0.73
에멀젼C,42.28,35.2,0.102
에멀젼C,32.0,25.4,0.198
에멀젼C,38.4,30.48,0.368
에멀젼C,26.0,20.64,0.25
에멀젼C,28.4,22.54,0.43
에멀젼C,28.0,22.22,0.22399999999999998
에멀젼C,40.0,31.75,0.35600000000000004
에멀젼C,48.0,38.1,0.17
에멀젼C,37.34,28.56,0.171
에멀젼C,50.31,38.47,0.203
에멀젼C,31.98,24.45,0.2
에멀젼C,29.07,22.23,0.33
에멀젼C,61.72,47.2,0.102
에멀젼C,36.45,27.87,0.16
에멀젼C,52.32,40.01,0.114
에멀젼C,34.8,27.62,0.17600000000000002
에멀젼C,47.2,37.46,0.152
에멀젼C,31.4,24.92,0.15
에멀젼C,31.4,24.92,0.35
에멀젼C,36.95,35.22,0.25
에멀젼C,45.03,42.93,0.25
에멀젼C,41.57,39.62,0.3
에멀젼C,42.72,40.72,0.43200000000000005
에멀젼C,36.95,35.22,0.457
에멀젼C,31.35,33.55,0.3
에멀젼C,37.4,40.01,0.25
에멀젼C,30.7,32.85,0.4
에멀젼C,33.72,36.08,0.537
에멀젼C,32.99,35.29,0.27
에멀젼C,36.74,39.31,0.27
에멀젼C,32.17,34.42,0.38
에멀젼C,48.99,52.41,0.22
에멀젼C,33.07,35.38,0.275
에멀젼C,50.0,46.42,0.15
에멀젼C,62.5,58.02,0.07
에멀젼C,68.75,63.82,0.02
에멀젼C,75.0,69.62,0.07
에멀젼C,62.5,58.02,0.05
에멀젼C,68.75,63.82,0.05
에멀젼C,75.0,69.62,0.1
에멀젼C,125.0,116.04,0.013000000000000001
에멀젼C,50.0,46.42,0.05
에멀젼C,56.25,52.22,0.05
에멀젼C,62.5,58.02,0.02
에멀젼C,68.75,63.82,0.02
에멀젼C,75.0,69.62,0.02
에멀젼C,50.0,46.42,0.1
에멀젼C,62.5,58.02,0.07
에멀젼C,68.75,63.82,0.1
에멀젼C,75.0,69.62,0.07
에멀젼C,225.0,208.87,0.033
에멀젼C,50.0,46.42,0.1
에멀젼C,62.5,58.02,0.05
에멀젼C,75.0,69.62,0.05
에멀젼C,75.8,60.16,0.2
에멀젼C,69.4,55.08,0.25
에멀젼C,66.0,52.38,0.12
에멀젼C,49.99,41.45,0.12
에멀젼C,76.8,60.96,0.5
에멀젼C,56.14,50.02,0.12
에멀젼C,54.16,48.25,0.15
에멀젼C,46.53,41.45,0.22
에멀젼C,50.52,41.89,0.17
에멀젼C,47.01,38.98,0.191
에멀젼C,46.99,43.16,0.1
에멀젼C,49.57,45.53,0.2
에멀젼C,67.91,62.36,0.38
에멀젼C,79.9,69.95,0.05
에멀젼C,50.87,46.71,0.1
에멀젼C,27.63,25.37,0.3
에멀젼C,42.86,39.36,0.35
에멀젼C,28.32,24.79,0.14800000000000002
에멀젼C,27.13,23.75,0.556
에멀젼C,19.62,18.02,0.495
에멀젼C,28.91,28.97,0.268
에멀젼C,37.46,37.54,0.965
에멀젼C,26.03,26.09,0.4
에멀젼C,23.35,23.4,0.4
에멀젼C,33.28,33.36,0.22
에멀젼C,28.81,28.88,0.78
에멀젼C,31.99,32.06,0.25
에멀젼C,101.25,85.98,0.3
에멀젼C,48.99,41.6,0.99
에멀젼C,76.75,65.18,1.16
에멀젼C,84.92,72.11,0.55
에멀젼C,93.08,79.04,0.55
에멀젼C,66.95,56.86,1.23
에멀젼C,57.15,48.54,1.24
에멀젼C,81.3,73.87,0.55
에멀젼C,38.65,35.12,1.49
에멀젼C,61.31,55.71,2.28
에멀젼C,67.97,61.76,0.81
에멀젼C,74.63,67.82,0.81
에멀젼C,53.31,48.44,2.48
에멀젼C,45.31,41.18,2.02
에멀젼C,59.93,62.2,0.25
에멀젼C,43.83,45.49,0.45
에멀젼C,38.46,39.92,0.4
에멀젼C,33.09,34.35,0.17
에멀젼C,27.73,28.78,0.27
에멀젼C,22.36,23.21,0.3
에멀젼C,54.56,56.63,0.305
에멀젼C,49.19,51.06,0.368
에멀젼C,58.79,62.9,0.1
에멀젼C,22.05,23.59,0.38
에멀젼C,26.13,27.95,0.2
에멀젼C,34.29,36.69,0.27
에멀젼C,42.46,45.43,0.12
에멀젼C,42.46,45.43,0.15
에멀젼C,48.08,42.84,0.292
에멀젼C,52.33,46.62,0.25
에멀젼C,70.71,63.0,0.27
에멀젼C,63.64,56.7,0.05
에멀젼C,53.74,47.88,0.3
에멀젼C,48.6,38.57,0.675
에멀젼C,60.0,47.62,0.222
에멀젼C,49.4,39.21,0.2
에멀젼C,28.0,22.22,0.35
에멀젼C,35.44,30.09,0.838
에멀젼C,53.24,45.21,0.271
에멀젼C,44.42,37.72,0.3
에멀젼C,50.62,42.99,0.1
에멀젼C,49.81,42.3,0.17
에멀젼C,31.96,28.47,0.721
에멀젼C,45.25,40.32,0.152
에멀젼C,38.18,34.02,0.2
에멀젼C,26.16,23.31,0.15
에멀젼C,42.43,37.8,0.07
에멀젼C,38.89,34.65,0.74
에멀젼C,38.47,34.27,0.37799999999999995
에멀젼C,32.53,28.98,0.2
에멀젼C,21.78,19.4,0.3
에멀젼C,35.64,31.75,0.12
에멀젼C,21.21,18.9,0.35
에멀젼C,79.02,62.72,0.25
에멀젼C,89.6,71.12,0.2
에멀젼C,78.0,61.91,0.27
에멀젼C,83.6,66.35,0.27
에멀젼C,94.8,75.24,0.2
에멀젼C,76.8,60.96,0.33
에멀젼C,101.4,80.48,0.15
에멀젼C,97.42,77.32,0.25
에멀젼C,103.2,81.91,0.2
에멀젼C,105.0,83.34,0.2
