화약,뇌관,SR SD,CR SD,최대입자속도
에멀젼C,전기,34.23,36.2,0.442
에멀젼C,전기,62.17,64.08,0.158
에멀젼C,전기,62.81,64.74,0.132
에멀젼C,전기,63.44,65.4,0.125
에멀젼C,전기,59.58,63.02,0.215
에멀젼C,전기,60.34,63.82,0.21899999999999997
에멀젼C,전기,82.61,85.16,0.1
에멀젼C,전기,81.88,84.41,0.124
에멀젼C,전기,81.06,83.56,0.111
에멀젼C,전기,78.26,82.78,0.131
에멀젼C,전기,79.02,83.58,0.131
에멀젼C,전기,100.78,103.89,0.055
에멀젼C,전기,99.05,102.1,0.075
에멀젼C,전기,99.96,103.04,0.054000000000000006
에멀젼C,전기,93.39,98.78,0.055999999999999994
에멀젼C,전기,91.78,97.08,0.10300000000000001
에멀젼C,전기,116.66,120.26,0.077
에멀젼C,전기,117.3,120.92,0.068
에멀젼C,전기,115.93,119.51,0.051
에멀젼C,전기,116.57,120.17,0.066
에멀젼C,전기,115.93,119.51,0.091
에멀젼C,전기,175.03,189.29,0.024
에멀젼C,전기,174.95,189.21,0.019
에멀젼C,전기,174.56,188.78,0.026000000000000002
에멀젼C,전기,173.69,187.84,0.022000000000000002
에멀젼C,전기,183.99,194.6,0.017
에멀젼C,전기,183.57,194.16,0.016
에멀젼C,전기,156.3,169.03,0.013999999999999999
에멀젼C,전기,155.82,168.52,0.016
에멀젼C,전기,155.58,168.26,0.013000000000000001
에멀젼C,전기,155.82,168.52,0.015
에멀젼C,전기,169.28,179.05,0.011000000000000001
에멀젼C,전기,163.45,172.88,0.015
에멀젼C,전기,62.85,67.97,0.087
에멀젼C,전기,63.17,68.31,0.1
에멀젼C,전기,65.7,71.05,0.055
에멀젼C,전기,61.66,66.69,0.095
에멀젼C,전기,71.33,75.45,0.07200000000000001
에멀젼C,전기,67.87,71.78,0.084
에멀젼C,전기,77.87,84.22,0.064
에멀젼C,전기,77.71,84.05,0.065
에멀젼C,전기,79.14,85.58,0.054000000000000006
에멀젼C,전기,77.55,83.87,0.057999999999999996
에멀젼C,전기,77.55,83.87,0.059000000000000004
에멀젼C,전기,87.14,92.16,0.057
에멀젼C,전기,97.79,105.76,0.053
에멀젼C,전기,98.03,106.02,0.048
에멀젼C,전기,97.32,105.25,0.043
에멀젼C,전기,100.4,108.58,0.038
에멀젼C,전기,108.94,115.22,0.028999999999999998
에멀젼C,전기,102.26,108.16,0.04
에멀젼C,전기,73.6,58.42,0.27
에멀젼C,전기,75.06,56.78,0.297
에멀젼C,전기,74.82,56.61,0.342
에멀젼C,전기,75.98,57.48,0.17
에멀젼C,전기,55.03,46.73,0.314
에멀젼C,전기,108.8,86.35,0.10400000000000001
에멀젼C,전기,121.47,91.9,0.094
에멀젼C,전기,129.33,97.84,0.079
에멀젼C,전기,134.18,101.51,0.059000000000000004
에멀젼C,전기,95.2,80.85,0.087
에멀젼C,전기,178.8,141.91,0.024
에멀젼C,전기,212.0,160.39,0.026000000000000002
에멀젼C,전기,210.39,159.17,0.033
에멀젼C,전기,215.01,162.66,0.022000000000000002
에멀젼C,전기,213.39,161.44,0.023
에멀젼C,전기,78.0,61.91,0.179
에멀젼C,전기,82.68,62.55,0.147
에멀젼C,전기,92.38,69.89,0.11599999999999999
에멀젼C,전기,80.37,60.8,0.154
에멀젼C,전기,82.91,62.72,0.146
에멀젼C,전기,43.8,34.76,0.41
에멀젼C,전기,43.88,33.2,0.537
에멀젼C,전기,42.49,32.15,0.49200000000000005
에멀젼C,전기,42.03,31.8,0.439
에멀젼C,전기,40.66,34.53,0.446
에멀젼C,전기,142.4,113.02,0.038
에멀젼C,전기,158.42,119.86,0.05
에멀젼C,전기,155.65,117.76,0.047
에멀젼C,전기,153.81,116.36,0.051
에멀젼C,전기,122.64,104.14,0.043
에멀젼C,전기,29.41,31.81,0.509
에멀젼C,전기,30.52,33.0,0.321
에멀젼C,전기,28.07,30.35,0.336
에멀젼C,전기,28.86,31.21,0.325
에멀젼C,전기,31.68,32.65,0.369
에멀젼C,전기,42.45,45.91,0.245
에멀젼C,전기,49.39,50.91,0.209
에멀젼C,전기,49.3,50.82,0.237
에멀젼C,전기,46.23,48.9,0.16699999999999998
에멀젼C,전기,53.0,53.0,0.17300000000000001
에멀젼C,전기,81.34,83.85,0.141
에멀젼C,전기,88.8,88.8,0.10400000000000001
에멀젼C,전기,79.69,82.15,0.094
에멀젼C,전기,79.05,81.49,0.1
에멀젼C,전기,88.1,88.1,0.08800000000000001
에멀젼C,전기,29.83,31.55,0.679
에멀젼C,전기,32.68,33.69,0.6659999999999999
에멀젼C,전기,30.03,30.96,0.815
에멀젼C,전기,30.67,31.62,0.6859999999999999
에멀젼C,전기,34.0,34.0,0.688
에멀젼C,전기,14.06,14.49,1.6369999999999998
에멀젼C,전기,13.52,14.3,1.524
에멀젼C,전기,15.4,15.4,1.768
에멀젼C,전기,17.0,17.0,1.5319999999999998
에멀젼C,전기,16.0,16.0,1.695
에멀젼C,전기,95.18,102.94,0.053
에멀젼C,전기,110.27,113.68,0.054000000000000006
에멀젼C,전기,109.18,112.55,0.06
에멀젼C,전기,118.2,118.2,0.077
에멀젼C,전기,118.8,118.8,0.062
에멀젼C,전기,206.18,222.98,0.013999999999999999
에멀젼C,전기,206.26,223.07,0.013999999999999999
에멀젼C,전기,206.81,223.66,0.008
에멀젼C,전기,206.73,223.58,0.009000000000000001
에멀젼C,전기,241.91,249.37,0.011000000000000001
에멀젼C,전기,231.95,250.85,0.018000000000000002
에멀젼C,전기,271.12,279.49,0.016
에멀젼C,전기,272.58,280.99,0.013000000000000001
에멀젼C,전기,249.66,264.06,0.018000000000000002
에멀젼C,전기,297.0,297.0,0.013000000000000001
에멀젼C,전기,40.62,41.88,0.29100000000000004
에멀젼C,전기,45.3,45.3,0.23
에멀젼C,전기,39.8,41.03,0.308
에멀젼C,전기,38.16,39.34,0.391
에멀젼C,전기,42.6,42.6,0.322
에멀젼C,전기,43.19,45.68,0.282
에멀젼C,전기,46.92,48.37,0.258
에멀젼C,전기,46.19,47.62,0.316
에멀젼C,전기,45.46,46.86,0.364
에멀젼C,전기,57.0,57.0,0.13
에멀젼C,전기,62.35,64.27,0.136
에멀젼C,전기,63.72,67.4,0.11599999999999999
에멀젼C,전기,64.8,64.8,0.191
에멀젼C,전기,67.5,67.5,0.139
에멀젼C,전기,65.6,65.6,0.183
에멀젼C,전기,71.07,76.86,0.135
에멀젼C,전기,80.52,83.0,0.09699999999999999
에멀젼C,전기,78.87,81.31,0.149
에멀젼C,전기,84.8,84.8,0.153
에멀젼C,전기,85.6,85.6,0.151
에멀젼C,전기,88.91,94.04,0.125
에멀젼C,전기,90.77,96.01,0.149
에멀젼C,전기,96.4,99.37,0.157
에멀젼C,전기,96.4,99.37,0.172
에멀젼C,전기,89.67,94.84,0.237
에멀젼C,전기,190.2,150.96,0.015
에멀젼C,전기,216.39,163.71,0.012
에멀젼C,전기,218.01,164.93,0.012
에멀젼C,전기,225.86,170.87,0.012
에멀젼C,전기,223.78,169.3,0.016
에멀젼C,전기,224.94,170.17,0.017
에멀젼C,전기,370.85,314.92,0.008
에멀젼C,전기,370.53,314.65,0.011000000000000001
에멀젼C,전기,369.55,313.82,0.012
에멀젼C,전기,368.57,312.98,0.012
에멀젼C,전기,367.59,312.15,0.013999999999999999
에멀젼C,전기,360.56,306.19,0.013999999999999999
에멀젼C,전기,93.73,79.6,0.12
에멀젼C,전기,92.75,78.77,0.161
에멀젼C,전기,126.56,95.74,0.087
에멀젼C,전기,127.02,96.09,0.095
에멀젼C,전기,125.86,95.22,0.081
에멀젼C,전기,91.61,77.8,0.086
에멀젼C,전기,76.91,65.31,0.139
에멀젼C,전기,79.04,67.12,0.111
에멀젼C,전기,76.91,65.31,0.131
에멀젼C,전기,99.4,78.89,0.084
에멀젼C,전기,102.77,77.75,0.09699999999999999
에멀젼C,전기,75.44,64.07,0.105
에멀젼C,전기,89.81,76.27,0.084
에멀젼C,전기,87.53,74.33,0.109
에멀젼C,전기,87.69,74.47,0.15
에멀젼C,전기,116.86,88.41,0.09
에멀젼C,전기,114.55,86.66,0.106
에멀젼C,전기,85.24,72.39,0.079
에멀젼C,전기,164.24,158.24,0.021
에멀젼C,전기,169.63,161.68,0.022000000000000002
에멀젼C,전기,134.1,138.24,0.027999999999999997
에멀젼C,전기,207.17,199.61,0.022000000000000002
에멀젼C,전기,206.72,199.18,0.023
에멀젼C,전기,213.97,203.95,0.021
에멀젼C,전기,98.15,93.55,0.182
에멀젼C,전기,98.15,93.55,0.157
에멀젼C,전기,77.59,79.99,0.223
에멀젼C,전기,127.02,121.07,0.094
에멀젼C,전기,122.98,118.49,0.07
에멀젼C,전기,127.02,121.07,0.06
에멀젼C,전기,151.05,145.53,0.031
에멀젼C,전기,151.05,145.53,0.037000000000000005
에멀젼C,전기,156.0,148.7,0.024
에멀젼C,전기,179.11,172.57,0.028999999999999998
에멀젼C,전기,184.98,176.32,0.017
에멀젼C,전기,184.98,176.32,0.013999999999999999
에멀젼C,전기,206.95,199.39,0.016
에멀젼C,전기,206.95,199.39,0.015
에멀젼C,전기,213.74,203.73,0.016
에멀젼C,전기,242.6,231.24,0.015
에멀젼C,전기,234.9,226.32,0.019
에멀젼C,전기,242.6,231.24,0.016
에멀젼C,전기,163.79,157.81,0.021
에멀젼C,전기,169.16,161.24,0.015
에멀젼C,전기,169.16,161.24,0.012
에멀젼C,전기,208.29,200.69,0.021
에멀젼C,전기,208.29,200.69,0.019
에멀젼C,전기,215.12,205.05,0.019
에멀젼C,전기,78.51,80.93,0.213
에멀젼C,전기,96.15,92.64,0.18899999999999997
에멀젼C,전기,99.3,94.66,0.175
에멀젼C,전기,124.1,119.57,0.061
에멀젼C,전기,124.1,119.57,0.069
에멀젼C,전기,101.33,104.45,0.091
에멀젼C,전기,27.9,27.29,0.616
에멀젼C,전기,21.54,22.21,0.5589999999999999
에멀젼C,전기,16.4,18.09,0.5329999999999999
에멀젼C,전기,27.9,27.29,0.319
에멀젼C,전기,21.54,22.21,0.33
에멀젼C,전기,16.4,18.09,0.36200000000000004
에멀젼C,전기,39.02,38.16,0.155
에멀젼C,전기,31.77,32.75,0.14400000000000002
에멀젼C,전기,25.19,27.79,0.099
에멀젼C,전기,62.43,61.06,0.094
에멀젼C,전기,52.31,53.92,0.068
에멀젼C,전기,42.26,46.61,0.071
에멀젼C,전기,77.72,76.01,0.09699999999999999
에멀젼C,전기,65.64,67.66,0.154
에멀젼C,전기,53.22,58.7,0.153
에멀젼C,전기,86.06,84.16,0.076
에멀젼C,전기,72.94,75.19,0.091
에멀젼C,전기,59.26,65.35,0.13
에멀젼C,전기,105.84,103.51,0.21
에멀젼C,전기,89.83,92.6,0.28800000000000003
에멀젼C,전기,73.12,80.65,0.195
에멀젼C,전기,217.34,212.55,0.078
에멀젼C,전기,185.5,191.22,0.042
에멀젼C,전기,151.38,166.96,0.042
에멀젼C,전기,274.1,268.07,0.059000000000000004
에멀젼C,전기,234.06,241.28,0.039
에멀젼C,전기,191.11,210.78,0.037000000000000005
에멀젼C,전기,16.44,15.2,1.16
에멀젼C,전기,19.6,16.64,1.54
에멀젼C,전기,19.8,17.64,1.6
에멀젼C,전기,34.15,31.58,0.094
에멀젼C,전기,42.46,36.05,0.14300000000000002
에멀젼C,전기,39.6,35.28,0.152
에멀젼C,전기,50.6,46.78,0.221
에멀젼C,전기,63.69,54.08,0.391
에멀젼C,전기,57.98,51.66,0.20800000000000002
에멀젼C,전기,63.25,58.48,0.251
에멀젼C,전기,80.02,67.95,0.314
에멀젼C,전기,72.12,64.26,0.341
에멀젼C,전기,75.89,70.18,0.14800000000000002
에멀젼C,전기,96.35,81.82,0.183
에멀젼C,전기,86.27,76.86,0.16399999999999998
에멀젼C,전기,88.54,81.87,0.825
에멀젼C,전기,112.68,95.68,0.10800000000000001
에멀젼C,전기,100.41,89.45,0.129
에멀젼C,전기,101.19,93.57,0.10800000000000001
에멀젼C,전기,129.01,109.55,0.098
에멀젼C,전기,114.55,102.05,0.11900000000000001
에멀젼C,전기,120.17,111.11,0.023
에멀젼C,전기,153.5,130.35,0.012
에멀젼C,전기,135.76,120.95,0.021
에멀젼C,전기,91.87,105.16,0.156
에멀젼C,전기,112.51,120.38,0.1
에멀젼C,전기,79.56,95.55,0.2
에멀젼C,전기,79.56,95.55,0.19
에멀젼C,전기,289.61,309.86,0.021
에멀젼C,전기,204.79,245.94,0.04
에멀젼C,전기,236.47,270.69,0.03
에멀젼C,전기,236.47,270.69,0.032
에멀젼C,전기,401.58,418.99,0.023
에멀젼C,전기,414.37,428.92,0.025
에멀젼C,전기,425.7,437.8,0.011000000000000001
에멀젼C,전기,427.97,440.44,0.021
에멀젼C,전기,425.98,440.15,0.013999999999999999
에멀젼C,전기,441.64,451.26,0.013999999999999999
에멀젼C,전기,424.67,440.17,0.016
에멀젼C,전기,438.54,450.49,0.023
에멀젼C,전기,434.42,448.44,0.023
에멀젼C,전기,433.8,448.79,0.042
에멀젼C,전기,439.08,453.26,0.016
에멀젼C,전기,436.66,452.29,0.02
에멀젼C,전기,454.42,465.27,0.027999999999999997
에멀젼C,전기,428.68,441.9,0.011000000000000001
에멀젼C,전기,406.36,456.62,0.012
에멀젼C,전기,535.06,549.72,0.011000000000000001
에멀젼C,전기,411.65,462.06,0.013000000000000001
에멀젼C,전기,437.97,481.93,0.038
에멀젼C,전기,499.69,526.48,0.012
에멀젼C,전기,424.72,473.09,0.038
에멀젼C,전기,505.78,531.59,0.012
에멀젼C,전기,475.15,510.49,0.023
에멀젼C,전기,425.77,475.74,0.011000000000000001
에멀젼C,전기,439.95,487.19,0.012
에멀젼C,전기,430.54,481.15,0.024
에멀젼C,전기,432.1,484.16,0.013000000000000001
에멀젼C,전기,426.45,480.84,0.044000000000000004
에멀젼C,전기,470.58,514.44,0.028999999999999998
에멀젼C,전기,468.6,513.97,0.028999999999999998
에멀젼C,전기,417.94,477.49,0.027000000000000003
에멀젼C,전기,421.21,480.37,0.051
에멀젼C,전기,440.52,496.51,0.036000000000000004
에멀젼C,전기,433.4,491.92,0.024
에멀젼C,전기,434.81,493.74,0.043
에멀젼C,전기,436.38,495.72,0.012
에멀젼C,전기,424.63,487.16,0.016
에멀젼C,전기,428.58,490.93,0.012
에멀젼C,전기,584.07,605.31,0.013000000000000001
에멀젼C,전기,696.19,718.77,0.006999999999999999
에멀젼C,전기,698.0,720.63,0.028999999999999998
에멀젼C,전기,685.81,712.83,0.035
에멀젼C,전기,758.76,765.8,0.006
에멀젼C,전기,709.27,733.37,0.006999999999999999
에멀젼C,전기,696.54,725.8,0.009000000000000001
에멀젼C,전기,698.31,727.64,0.013000000000000001
에멀젼C,전기,730.8,751.35,0.028999999999999998
에멀젼C,전기,711.83,742.69,0.015
에멀젼C,전기,618.5,681.15,0.017
에멀젼C,전기,35.93,35.55,0.17
에멀젼C,전기,35.93,35.55,0.22
에멀젼C,전기,35.93,35.55,0.254
에멀젼C,전기,18.04,20.11,1.5
에멀젼C,전기,18.04,20.11,0.8
에멀젼C,전기,25.52,25.34,0.12
에멀젼C,전기,28.15,31.38,0.35
에멀젼C,전기,28.15,31.38,0.3
에멀젼C,전기,34.47,35.92,0.31
에멀젼C,전기,39.8,39.53,0.1
에멀젼C,전기,63.3,66.38,0.13699999999999998
에멀젼C,전기,71.1,74.56,0.1
에멀젼C,전기,66.77,70.02,0.12
에멀젼C,전기,68.5,71.84,0.1
에멀젼C,전기,62.43,65.47,0.12
에멀젼C,전기,64.17,67.29,0.12
에멀젼C,전기,65.9,69.11,0.1
에멀젼C,전기,63.3,66.38,0.1
에멀젼C,전기,60.7,63.65,0.1
에멀젼C,전기,58.96,61.83,0.12
에멀젼C,전기,52.03,54.56,0.15
에멀젼C,전기,56.36,59.11,0.1
에멀젼C,전기,78.8,62.54,0.165
에멀젼C,전기,76.4,60.64,0.1
에멀젼C,전기,32.2,25.56,0.35
에멀젼C,전기,30.4,24.13,0.27
에멀젼C,전기,65.4,51.91,0.25
에멀젼C,전기,58.6,46.51,0.05
에멀젼C,전기,53.74,47.88,0.127
에멀젼C,전기,51.9,46.24,0.1
에멀젼C,전기,21.21,18.9,0.3
에멀젼C,전기,22.06,19.65,0.3
에멀젼C,전기,44.12,39.31,0.22
에멀젼C,전기,53.47,48.58,0.225
에멀젼C,전기,22.13,20.11,0.4
에멀젼C,전기,18.4,16.72,0.35
에멀젼C,전기,40.53,36.83,0.05
에멀젼C,전기,82.6,65.56,0.183
에멀젼C,전기,78.0,61.91,0.1
에멀젼C,전기,26.4,20.95,0.38
에멀젼C,전기,68.8,54.61,0.1
에멀젼C,전기,61.4,48.73,0.05
에멀젼C,전기,64.67,54.91,0.1
에멀젼C,전기,27.43,23.3,0.33
에멀젼C,전기,20.25,17.2,0.5
에멀젼C,전기,55.85,47.43,0.15
에멀젼C,전기,51.28,43.54,0.05
에멀젼C,전기,75.2,59.69,0.213
에멀젼C,전기,72.0,57.15,0.1
에멀젼C,전기,25.4,20.16,0.3
에멀젼C,전기,25.8,20.48,0.4
에멀젼C,전기,90.0,71.43,0.07
에멀젼C,전기,57.6,45.72,0.05
에멀젼C,전기,60.67,54.05,0.162
에멀젼C,전기,58.83,52.41,0.1
에멀젼C,전기,26.59,23.69,0.25
에멀젼C,전기,18.95,16.88,0.45
에멀젼C,전기,71.56,63.75,0.12
에멀젼C,전기,46.1,41.07,0.05
에멀젼C,전기,47.0,37.3,0.1
에멀젼C,전기,23.2,18.41,0.27
에멀젼C,전기,32.8,26.03,0.27
에멀젼C,전기,16.83,14.99,0.3
에멀젼C,전기,20.36,18.14,0.22
에멀젼C,전기,24.04,21.42,0.38
에멀젼C,전기,40.87,36.41,0.15
에멀젼C,전기,44.26,39.44,0.17
에멀젼C,전기,28.85,25.7,0.508
에멀젼C,전기,23.0,23.46,0.1
에멀젼C,전기,11.88,12.11,0.27
에멀젼C,전기,16.4,16.73,0.35
에멀젼C,전기,26.3,26.83,0.2
에멀젼C,전기,19.61,20.0,0.506
에멀젼C,전기,13.9,13.9,0.65
에멀젼C,전기,16.2,16.2,0.27
에멀젼C,전기,18.7,18.7,0.43
에멀젼C,전기,29.1,29.1,0.3
에멀젼C,전기,32.9,32.9,0.17
에멀젼C,전기,22.0,22.0,0.595
에멀젼C,전기,15.84,14.11,0.35
에멀젼C,전기,19.09,17.01,0.33
에멀젼C,전기,22.49,20.03,0.33
에멀젼C,전기,37.19,33.14,0.22
에멀젼C,전기,42.43,37.8,0.12
에멀젼C,전기,27.15,24.19,0.414
에멀젼C,전기,26.78,22.74,0.2
에멀젼C,전기,30.37,25.79,0.38
에멀젼C,전기,47.36,40.21,0.15
에멀젼C,전기,35.93,30.51,0.34
에멀젼C,전기,35.8,34.12,0.162
에멀젼C,전기,33.49,31.92,0.09
에멀젼C,전기,48.5,46.23,0.1
에멀젼C,전기,40.41,38.52,0.1
에멀젼C,전기,40.41,38.52,0.07
에멀젼C,전기,34.64,33.02,0.07
에멀젼C,전기,16.17,19.41,0.16
에멀젼C,전기,17.32,20.8,0.10800000000000001
에멀젼C,전기,23.09,27.73,0.1
에멀젼C,전기,19.05,22.88,0.15
에멀젼C,전기,23.67,28.43,0.05
에멀젼C,전기,27.0,27.0,0.27
에멀젼C,전기,32.0,32.0,0.1
에멀젼C,전기,31.0,31.0,0.07
에멀젼C,전기,32.0,32.0,0.1
에멀젼C,전기,30.0,30.0,0.12
에멀젼C,전기,32.0,32.0,0.067
에멀젼C,전기,34.0,34.0,0.1
에멀젼C,전기,27.0,27.0,0.1
에멀젼C,전기,33.49,31.92,0.162
에멀젼C,전기,35.8,34.12,0.121
에멀젼C,전기,50.81,48.43,0.1
에멀젼C,전기,41.57,39.62,0.1
에멀젼C,전기,42.72,40.72,0.1
에멀젼C,전기,35.8,34.12,0.1
에멀젼C,전기,38.11,36.32,0.12
에멀젼C,전기,43.88,41.82,0.12
에멀젼C,전기,20.78,24.96,0.10800000000000001
에멀젼C,전기,24.83,29.81,0.1
에멀젼C,전기,20.78,24.96,0.1
에멀젼C,전기,20.78,24.96,0.1
에멀젼C,전기,17.32,20.8,0.12
에멀젼C,전기,18.48,22.19,0.07
에멀젼C,전기,21.94,26.35,0.12
에멀젼C,전기,32.91,31.37,0.5
에멀젼C,전기,40.41,38.52,0.3
에멀젼C,전기,36.37,34.67,0.4
에멀젼C,전기,34.64,33.02,0.22
에멀젼C,전기,32.1,30.6,1.143
에멀젼C,전기,28.87,27.52,0.7190000000000001
에멀젼C,전기,33.49,31.92,0.22
에멀젼C,전기,32.56,31.04,0.17
에멀젼C,전기,30.02,28.62,0.3
에멀젼C,전기,26.56,25.31,0.33
에멀젼C,전기,26.79,25.53,0.344
에멀젼C,전기,26.1,24.87,0.546
에멀젼C,전기,52.8,41.91,0.21600000000000003
에멀젼C,전기,59.4,47.15,0.113
에멀젼C,전기,58.0,46.03,0.16699999999999998
에멀젼C,전기,46.0,36.51,0.25
에멀젼C,전기,70.8,56.19,0.07
에멀젼C,전기,42.0,33.34,0.88
에멀젼C,전기,55.2,43.81,0.15
에멀젼C,전기,72.0,57.15,0.05
에멀젼C,전기,39.2,31.11,0.254
에멀젼C,전기,55.3,41.04,0.265
에멀젼C,전기,35.4,28.1,0.373
에멀젼C,전기,57.2,45.4,0.6
에멀젼C,전기,44.6,35.4,0.35
에멀젼C,전기,45.2,35.88,0.27
에멀젼C,전기,34.8,27.62,0.2
에멀젼C,전기,41.0,32.54,0.35
에멀젼C,전기,42.0,33.34,0.25
에멀젼C,전기,42.0,33.34,0.22
에멀젼C,전기,46.8,37.15,0.1
에멀젼C,전기,46.98,34.87,0.27
에멀젼C,전기,53.83,39.95,0.12
에멀젼C,전기,59.22,43.95,0.15
에멀젼C,전기,45.52,33.78,0.15
에멀젼C,전기,42.09,31.23,0.4
에멀젼C,전기,51.39,38.13,0.1
에멀젼C,전기,63.62,47.21,0.05
에멀젼C,전기,16.4,15.63,0.35
에멀젼C,전기,15.01,14.31,0.78
에멀젼C,전기,17.32,16.51,0.38
에멀젼C,전기,24.6,23.44,0.68
